LSM_01	SRM_115	SBL_100	VISMINFL	VISMIN_C	ED_05	REP_20	VBR_10	CXRFLAG	CHH001_C	MARSTAT	WGHT_PER	SCF_101	SCF100_C
9	2	2	2	10	5	2	1	2	0	1	10	6	10
9	2	2	2	10	4	2	1	1	1	5	10	6	3
7	3	2	1	1	4	2	1	2	0	5	10	6	4
6	2	2	2	10	4	2	1	2	0	5	1000.1877	2	1
7	2	1	1	8	7	2	1	1	1	4	18.8486	6	11
8	1	2	2	10	6	2	1	2	0	2	10	6	6
99	9	9	9	99	99	2	1	2	0	2	10	6	2
10	1	1	2	10	3	2	1	1	0	1	1174.3289	6	2
8	2	2	2	10	7	2	1	1	1	5	10	6	4
7	2	2	1	5	2	2	2	1	1	1	10.1366	6	2
6	2	1	1	1	2	2	1	1	0	1	532.1281	6	999
8	2	2	1	7	6	2	2	1	2	1	15.5492	6	2
6	2	3	1	6	7	2	1	2	0	1	15.3852	6	0
8	1	2	2	10	4	2	1	2	0	2	1279.0588	6	4
5	3	3	2	10	6	2	1	2	0	2	4534.3815	6	6
5	3	3	2	10	2	2	1	2	0	6	1711.4491	1	1
4	4	3	2	10	2	2	1	2	0	2	2809.6084	1	1
5	2	2	2	10	4	2	9	2	0	1	1994.1699	6	5
9	1	2	1	6	7	2	1	1	2	1	10	6	0
8	1	2	1	5	6	2	2	1	2	1	10	6	3
7	2	1	2	10	4	2	9	2	0	5	327.2207	6	4
10	2	1	1	7	1	2	1	2	0	1	10	6	8
99	9	9	9	99	99	2	1	2	0	1	1323.5217	6	4
7	3	2	9	99	6	9	2	1	1	1	783.5033	6	4
7	2	1	2	10	4	2	1	2	0	2	414.3723	6	10
10	1	5	2	10	4	2	2	1	0	6	1494.267	6	5
9	1	2	2	10	4	2	1	1	0	1	9520.9959	6	5
7	2	2	2	10	3	2	1	2	0	2	1639.5863	6	4
4	1	3	2	10	3	2	1	1	0	1	2431.6374	1	1
8	2	2	1	5	7	2	1	2	0	1	10	6	10
8	2	2	2	10	6	2	1	1	0	1	593.8667	6	3
99	9	9	1	5	6	2	1	1	0	3	10	6	10
9	2	1	2	10	7	2	1	1	1	1	1103.3427	1	1
10	1	1	2	10	6	2	1	2	0	1	446.5456	6	8
7	3	2	1	7	6	2	2	2	0	2	10	6	10
9	1	1	1	2	3	2	1	2	0	1	201.6856	6	6
6	3	2	1	5	6	2	1	1	2	1	10	6	0
8	2	2	2	10	4	2	1	1	1	2	10	6	3
8	1	1	2	10	4	2	1	2	0	3	137.6176	6	8
9	1	1	2	10	6	2	1	2	0	1	1584.1416	6	2
5	4	4	1	5	1	2	6	2	3	6	19.2801	6	5
7	3	2	9	99	2	2	2	2	0	1	12.0562	6	4
5	1	2	2	10	4	2	1	2	0	1	485.237	6	4
8	3	2	2	10	4	2	2	2	0	2	2690.5934	6	3
8	1	3	2	10	7	2	1	2	0	2	10	6	4
8	2	2	2	10	7	2	2	1	2	5	10	6	4
10	1	1	2	10	3	2	1	2	0	2	376.0147	6	3
7	1	1	1	5	6	2	2	2	0	1	10	6	2
8	2	2	2	10	7	2	1	1	2	1	1688.3991	6	2
8	2	1	1	8	3	2	1	1	1	1	10	6	6
7	4	1	1	5	1	2	6	2	2	6	13.8907	6	5
5	3	2	1	1	2	2	1	2	0	6	5627.5357	6	2
9	1	2	2	10	3	2	1	2	0	1	333.3141	6	6
9	2	1	2	10	2	2	1	2	0	4	10	6	8
8	3	2	2	10	1	2	2	2	0	3	1072.4062	6	6
5	4	2	9	99	4	2	1	2	0	1	1759.0361	6	2
5	3	1	1	5	6	2	1	2	0	6	5905.1209	6	3
9	1	1	1	2	6	2	1	2	0	6	262.1973	6	6
10	1	1	2	10	2	2	1	2	0	1	1224.242	6	3
7	2	5	2	10	3	2	2	2	0	1	344.1149	6	0
5	2	3	1	5	2	2	2	2	0	4	10	6	0
9	2	2	1	6	4	2	1	2	0	6	10	6	4
8	2	2	2	10	6	2	1	2	0	1	1461.28	6	6
8	3	1	9	99	3	2	1	2	0	3	10	6	4
8	2	2	2	10	6	2	1	2	0	1	1583.5806	6	8
7	2	1	1	6	7	2	1	1	3	1	12.3089	6	10
5	2	4	1	2	7	2	1	2	0	2	2272.0713	6	3
10	1	2	1	3	2	2	1	2	0	6	73.1092	1	1
99	9	1	2	10	6	2	1	2	0	4	299.5805	6	5
8	1	1	1	5	4	2	1	1	2	1	10	6	2
9	1	1	2	10	5	1	1	2	0	1	2696.3239	6	4
10	1	1	2	10	2	2	1	1	1	6	827.8817	1	1
8	2	2	2	10	3	2	1	2	0	1	347.5381	6	2
9	2	1	2	10	6	2	1	2	0	6	2647.8033	6	5
8	2	2	9	99	1	2	1	1	0	1	14.5709	6	2
7	4	3	2	10	4	2	1	2	0	6	303.7081	6	3
6	2	2	1	2	6	2	1	2	2	1	62.9179	6	7
8	2	2	2	10	1	2	2	2	0	6	2878.8318	6	5
7	2	2	2	10	99	2	1	2	0	6	10	6	0
9	1	2	2	10	5	2	1	1	1	1	2438.7872	6	4
3	5	2	2	10	4	2	1	2	0	6	10	6	4
10	1	1	2	10	3	2	1	2	0	1	1604.1743	6	0
9	2	1	2	10	4	2	2	2	0	6	273.3301	1	1
99	9	9	9	99	2	1	9	2	0	1	22.2897	6	999
8	2	2	2	10	6	2	1	1	1	1	4382.6412	6	10
7	2	2	1	5	4	2	2	2	0	6	33.2004	6	4
10	1	2	2	10	3	2	1	2	0	1	127.3369	6	2
9	2	2	9	99	1	2	1	2	0	1	10	6	3
8	2	1	2	10	1	2	2	2	0	1	262.6301	6	10
4	4	2	2	10	3	2	1	2	0	5	138.642	6	3
2	2	1	2	10	6	2	1	2	0	5	10	6	3
8	2	3	2	10	2	2	1	2	0	1	1679.7294	6	2
7	2	2	1	7	2	2	1	1	0	6	10.8103	6	3
4	4	2	2	10	1	2	2	2	0	1	365.6391	1	1
8	2	2	1	2	2	2	1	2	0	5	29.3947	6	2
8	1	2	9	99	4	2	1	2	0	1	10	6	2
8	1	2	1	6	2	2	1	2	0	5	10	6	5
8	1	3	9	99	6	2	1	2	0	6	942.2945	6	5
6	5	1	2	10	1	2	6	2	0	6	2438.9985	6	4
10	1	1	2	10	6	2	1	1	0	1	555.2477	6	4
9	2	2	1	2	1	2	1	1	0	2	4060.7636	6	2
6	3	3	2	10	2	2	1	2	0	6	463.1816	6	2
10	2	1	2	10	2	2	1	2	0	6	2234.4559	6	2
8	3	2	2	10	2	2	1	2	0	1	1769.1598	1	1
10	1	1	2	10	1	2	1	2	0	5	1901.7082	6	999
8	2	1	2	10	6	2	1	1	0	1	2311.1865	6	8
6	2	1	1	7	6	2	2	2	0	6	13.5034	6	2
9	2	1	1	5	4	2	1	1	1	1	10	6	3
6	3	3	1	7	2	2	1	2	0	1	10	6	10
5	3	2	1	4	3	2	2	1	0	3	48.1006	6	4
3	5	2	9	99	4	2	1	1	0	5	1571.2619	2	1
8	3	1	2	10	2	2	2	1	0	1	10	6	3
5	4	1	2	10	1	2	1	1	0	1	1603.6148	6	3
99	9	9	9	99	1	2	1	1	0	1	10	6	0
9	1	2	2	10	1	2	1	2	0	3	165.3214	2	1
9	1	1	1	1	4	2	1	1	0	1	2023.02	6	5
6	2	2	9	99	4	2	2	2	0	2	10	2	1
10	1	2	1	2	4	9	2	1	0	1	1389.051	6	2
3	2	2	1	8	7	2	1	2	0	5	10	6	3
9	1	2	1	8	4	2	1	1	2	1	10.787	6	2
8	3	1	2	10	3	2	2	1	0	1	3643.4816	6	2
9	4	4	2	10	4	2	1	2	0	2	1166.6693	6	6
7	2	2	1	1	3	2	1	1	0	1	58.0324	6	5
8	2	2	1	2	2	2	1	1	0	5	62.7294	6	3
8	2	2	2	10	4	2	1	2	0	6	2080.6521	6	3
9	2	1	2	10	2	2	1	1	0	1	1365.7221	6	2
8	2	2	2	10	3	2	1	2	0	6	196.0254	6	5
6	4	2	2	10	6	2	1	2	0	6	881.191	6	3
0	4	4	9	99	2	2	1	2	0	6	245.3034	1	1
8	3	2	2	10	5	2	1	2	0	1	23.7156	6	2
10	1	2	2	10	3	2	1	1	1	1	10	6	7
5	3	2	2	10	1	2	2	2	0	3	158.0758	6	0
8	2	9	1	6	2	2	2	2	0	1	10	6	5
5	1	2	2	10	4	2	1	1	0	1	2662.3097	6	3
3	5	2	2	10	1	2	6	2	2	6	1214.1557	1	1
6	1	4	2	10	6	2	1	2	0	1	10	6	6
8	3	3	2	10	4	2	1	2	0	1	22.7247	6	10
8	4	2	2	10	2	2	1	2	0	1	444.2608	6	4
10	1	2	2	10	2	2	1	2	0	1	161.5318	6	3
4	3	2	1	5	6	2	1	1	2	1	10	6	3
3	3	2	2	10	1	2	6	2	2	6	3985.5212	6	10
8	3	3	1	5	5	2	2	1	2	1	10	6	2
99	9	9	9	99	4	2	2	2	0	6	10	6	5
4	4	1	2	10	3	9	1	1	0	4	2431.1502	6	2
3	4	4	1	1	6	2	1	2	0	6	1208.4909	6	10
9	1	2	1	6	6	2	1	2	0	6	10	6	10
5	3	2	1	7	1	2	2	1	2	1	10	1	1
99	9	9	9	99	99	2	1	2	0	5	10	6	3
8	2	2	2	10	3	2	1	2	0	1	123.8169	6	3
3	3	5	1	2	1	2	2	1	2	4	1478.7622	6	0
4	4	3	1	2	2	2	2	2	0	6	24.5558	6	5
8	1	5	2	10	2	2	2	2	2	6	6435.8411	6	4
5	1	1	1	1	6	2	1	2	0	6	379.7422	6	10
10	1	5	2	10	2	2	1	1	2	1	1624.2438	6	5
5	2	2	1	6	1	2	6	2	1	6	12.2647	1	1
10	1	1	9	99	4	2	2	2	0	1	996.2302	1	1
7	3	3	2	10	6	2	1	2	0	6	988.2263	1	1
7	2	1	2	10	6	1	1	1	1	6	1332.5583	6	11
7	1	1	2	10	4	2	1	2	0	1	1493.4939	6	5
6	2	2	1	5	2	2	2	2	0	1	10	6	5
5	3	3	1	1	3	2	2	1	0	1	1978.2789	6	3
8	3	1	1	1	2	2	1	2	0	5	10	6	3
7	3	3	1	9	7	2	1	1	1	1	2279.1403	6	3
9	1	1	2	10	4	2	1	2	0	1	1179.2332	6	6
6	3	2	2	10	4	2	2	2	0	4	10	6	2
9	1	2	1	1	7	2	1	1	0	1	2310.3075	6	5
5	3	2	1	1	7	2	2	1	2	1	34.8175	1	1
8	4	2	1	8	6	2	1	1	1	1	10	6	8
8	4	5	2	10	1	2	1	2	0	2	2414.7229	6	2
9	1	2	1	2	2	2	2	1	0	1	37.3114	6	10
8	3	1	1	7	4	2	1	2	0	6	4616.372	6	5
10	2	1	1	5	2	2	2	2	0	1	12.5412	6	10
9	2	1	2	10	4	2	1	2	0	2	432.5277	1	1
8	2	2	2	10	2	2	1	2	0	5	802.1873	1	1
9	2	1	1	8	1	2	2	1	3	1	10	6	2
5	3	3	2	10	4	2	1	2	0	5	292.4727	6	0
5	3	1	1	9	3	2	2	1	1	4	76.1009	6	2
8	3	2	1	1	6	2	1	1	0	3	30.0227	6	2
7	2	1	2	10	7	2	1	2	0	1	502.5292	6	5
99	9	9	9	99	6	2	1	2	0	3	10	1	1
9	1	2	1	5	4	2	1	2	0	1	10	6	2
5	2	2	1	5	7	2	1	2	0	2	10	6	3
9	2	2	2	10	3	2	1	2	0	1	1842.9194	6	5
10	1	2	2	10	2	2	1	2	0	1	677.7427	6	8
10	1	2	1	7	1	2	1	2	0	6	16.5001	6	4
8	3	2	1	8	6	2	1	2	0	6	10	6	4
7	4	3	1	2	6	2	1	2	0	6	105.7412	6	3
7	4	2	2	10	4	2	1	2	0	6	3076.2293	6	6
8	3	5	1	6	4	2	2	1	0	1	13.3726	6	2
6	2	3	1	5	4	2	1	1	2	1	10	6	2
7	2	2	1	5	3	2	1	2	0	5	10	6	4
10	1	1	1	4	2	2	1	1	1	1	2599.4942	1	1
99	9	9	9	99	99	2	1	2	0	4	227.4149	6	11
10	1	1	2	10	7	2	1	2	0	1	1498.1212	6	10
8	2	5	2	10	1	2	1	2	0	3	438.8902	6	2
8	3	2	2	10	7	2	1	2	0	1	785.4017	6	4
8	4	1	9	99	2	2	1	1	0	1	1400.1589	6	10
99	9	9	9	99	99	2	1	1	1	6	10	6	5
99	9	1	1	6	4	2	1	2	0	3	11.0178	6	11
8	1	1	1	3	2	2	2	1	1	2	10	6	3
8	3	3	2	10	7	2	1	1	1	1	3101.4181	6	10
3	1	1	9	99	1	2	2	1	1	1	10	6	4
99	9	9	9	99	99	2	1	1	0	1	57.7899	6	10
8	3	2	2	10	4	2	1	1	1	6	1843.7685	6	4
10	1	2	2	10	4	2	1	2	0	1	376.0147	6	2
6	3	3	1	7	4	2	1	1	2	1	10	6	5
9	1	2	2	10	6	2	1	2	0	1	1583.5806	6	2
9	1	1	1	7	6	2	1	1	2	1	10	6	5
6	4	5	2	10	5	2	1	1	3	1	1256.365	6	2
8	4	2	1	7	6	2	1	1	2	1	10	6	4
8	2	1	9	99	5	1	1	2	0	6	10	6	5
10	1	2	2	10	3	2	1	1	1	2	2508.8528	6	3
5	4	1	1	7	4	2	1	1	0	1	10	6	5
7	2	2	2	10	1	2	1	2	0	6	233.3154	6	3
9	1	2	2	10	1	2	6	2	1	6	12.2024	6	2
8	2	1	2	10	99	1	1	2	0	3	218.2414	6	3
5	5	3	1	8	1	2	6	2	1	6	16.3433	6	6
7	1	2	2	10	4	2	1	2	0	4	712.9059	6	2
8	2	1	1	1	2	1	2	2	0	6	3124.91	6	4
99	2	1	1	5	1	2	1	2	0	3	10	6	0
8	3	2	2	10	2	2	1	2	0	1	10	6	10
8	1	2	2	10	2	2	1	2	0	3	1219.5649	6	5
6	3	3	1	5	6	2	1	2	0	6	10	6	0
9	1	2	2	10	7	2	1	1	1	1	10	6	2
3	2	2	2	10	5	2	1	2	0	6	3285.8475	1	1
9	2	1	1	6	2	2	1	1	3	1	11.2739	6	3
99	1	9	1	1	1	9	9	1	3	1	49.3567	6	999
8	2	2	1	6	7	2	1	2	0	6	10	6	5
8	1	1	1	6	2	2	1	1	2	2	10	6	5
5	1	1	2	10	1	2	1	1	2	1	10	1	1
9	2	1	1	2	2	2	1	2	0	1	19.2369	6	3
6	9	2	1	8	5	9	1	2	0	6	10	6	3
8	3	2	1	7	1	2	2	1	3	1	10	6	2
9	2	3	2	10	4	2	2	1	1	1	10	6	5
9	2	2	9	99	5	2	1	1	0	5	18.0751	6	3
7	2	1	1	6	4	2	1	2	0	6	10.0338	6	4
7	2	1	2	10	3	2	1	1	2	1	1215.93	6	5
8	2	2	1	6	6	2	1	1	1	5	10	6	5
9	1	2	2	10	6	2	1	1	0	1	537.7715	6	11
8	2	1	2	10	4	2	9	2	0	3	516.4138	6	3
7	3	1	1	1	99	2	9	2	0	1	1237.6791	6	5
10	1	3	2	10	2	2	1	2	0	3	1489.4913	6	10
5	4	2	2	10	4	2	2	1	1	2	2332.2148	6	4
9	3	5	1	3	2	2	1	2	0	3	1119.7877	6	4
8	1	1	2	10	6	2	1	2	0	1	260.3849	6	7
10	1	2	1	9	4	2	1	2	0	5	10	1	1
9	2	2	1	5	6	2	1	1	3	1	10	6	3
8	1	2	2	10	3	2	1	2	0	1	344.1956	1	1
10	1	2	2	10	6	2	1	1	1	1	2550.3308	6	5
5	3	4	1	8	7	2	1	2	0	1	13.6575	6	2
4	4	3	2	10	6	2	1	1	0	4	1949.0632	6	10
9	1	2	2	10	5	2	1	2	0	1	1285.4899	1	1
8	2	2	9	99	2	2	1	1	0	1	1191.222	6	3
8	2	2	2	10	1	2	2	2	0	3	1632.6214	6	0
8	1	2	2	10	2	2	1	2	0	1	1650.4058	6	3
8	4	2	2	10	4	2	2	1	1	6	360.2345	6	3
5	2	5	1	8	6	2	1	2	0	1	17.5708	1	1
7	3	2	2	10	7	2	1	1	2	1	566.8354	2	1
8	2	2	2	10	6	2	1	2	0	1	2274.1624	6	4
8	9	2	1	8	7	2	9	1	2	1	10	6	5
7	3	2	1	3	7	2	1	1	1	1	1994.9395	6	2
8	1	1	1	5	4	2	2	1	1	1	21.2157	6	4
7	2	2	1	2	5	2	1	1	0	1	204.2537	6	3
6	4	3	2	10	4	2	1	2	0	5	661.4019	6	4
10	3	2	2	10	1	2	1	2	0	1	2230.4542	6	6
6	3	4	1	2	2	2	1	1	1	1	490.9271	6	10
9	1	1	2	10	6	2	1	1	0	1	2497.5622	6	2
99	9	2	2	10	3	2	1	2	0	1	109.4725	6	10
10	1	2	2	10	5	2	1	2	0	2	3213.6332	6	3
7	2	2	1	2	6	2	1	2	0	6	2399.1508	6	4
7	3	3	2	10	2	2	1	2	0	6	16.5319	6	3
2	3	4	1	7	2	2	2	2	0	6	10	6	0
9	1	3	2	10	2	2	1	2	0	6	6296.3239	6	6
7	2	3	1	7	6	2	1	1	0	1	10	1	1
8	2	3	2	10	99	2	1	2	0	3	210.2917	6	4
7	3	3	2	10	6	2	1	2	0	6	948.8591	6	4
6	2	2	1	1	2	2	1	1	1	1	81.9375	6	10
10	2	1	1	5	5	2	1	2	0	6	12.7422	6	2
5	1	4	2	10	4	2	1	2	0	6	302.2289	6	2
5	2	1	2	10	1	2	1	2	0	1	11.0153	6	10
9	1	1	1	2	2	2	2	1	2	1	42.4216	6	3
8	1	3	2	10	3	2	1	2	0	1	92.3894	6	11
8	2	2	1	6	6	2	1	1	1	1	10	6	3
7	4	2	9	99	2	2	1	2	0	6	10	6	8
7	3	5	1	1	1	2	2	2	0	3	10	6	2
8	1	1	2	10	7	2	1	2	0	6	787.1717	6	0
9	1	2	2	10	2	2	1	2	0	1	409.1164	6	2
9	2	1	2	10	6	2	1	2	0	6	10	6	10
6	3	2	1	7	6	2	2	2	0	6	10	6	8
4	4	2	1	7	2	2	2	2	1	6	19.3656	6	6
10	1	2	9	99	2	2	1	2	0	1	51.4055	6	8
9	1	3	2	10	4	2	1	2	0	1	811.0141	1	1
10	1	1	1	2	4	2	1	2	0	5	14255.2575	6	2
8	3	2	2	10	1	2	1	2	0	3	289.7842	1	1
99	9	3	2	10	4	2	1	1	2	2	3913.6966	6	8
9	2	2	1	6	6	2	1	2	0	6	10	6	10
8	2	5	1	4	6	2	2	1	2	1	147.9705	6	4
8	2	2	2	10	6	2	1	2	0	1	304.2981	6	10
9	1	1	2	10	6	2	1	1	0	1	2949.7442	1	1
8	2	2	1	6	4	2	2	2	0	5	10	6	2
9	1	3	2	10	2	2	1	2	0	3	1061.5811	6	2
9	2	1	1	1	2	2	1	2	0	3	10	6	5
9	2	1	1	7	6	2	1	2	0	1	10	6	0
7	2	1	1	7	2	2	1	2	0	6	28.7265	6	10
7	2	2	2	10	5	9	1	2	0	5	944.7256	6	8
7	2	2	2	10	3	2	1	1	2	4	1832.2181	6	6
10	1	2	2	10	4	2	1	2	0	1	1457.4892	6	6
99	9	9	1	5	6	9	1	2	2	1	10	6	8
8	3	1	2	10	3	2	1	1	1	1	2671.648	6	3
7	3	2	2	10	6	2	1	2	0	1	1528.8703	1	1
0	4	2	2	10	7	2	1	2	0	1	1267.9037	6	0
9	3	1	2	10	1	2	1	2	0	1	1293.1422	6	8
8	1	2	1	6	6	2	2	2	0	1	10	6	0
10	1	1	2	10	7	2	1	2	0	1	513.4654	6	10
7	2	2	1	8	7	2	1	2	0	1	10	6	5
10	2	2	2	10	3	2	1	2	0	2	5723.803	6	4
5	4	1	2	10	2	2	1	2	0	5	961.8446	6	4
99	9	9	9	99	99	2	1	1	2	1	10	1	1
10	2	2	2	10	2	2	1	2	0	1	1592.3428	1	1
5	2	1	2	10	1	2	2	1	1	5	10	6	7
5	5	3	2	10	2	2	2	1	0	2	642.8297	1	1
10	1	2	9	99	4	2	2	1	2	1	11.1499	1	1
6	2	2	1	1	3	2	2	2	0	6	10	6	2
7	2	2	1	5	7	2	1	1	2	1	10	6	4
7	2	2	1	8	6	2	1	2	0	6	19.2346	6	6
10	2	9	1	2	2	2	2	1	0	1	1288.0718	6	3
2	5	4	2	10	1	2	2	2	0	1	10	6	2
4	3	2	2	10	6	2	1	2	0	6	697.0276	6	3
99	9	9	9	99	99	2	1	2	0	2	286.1661	6	3
8	1	3	1	2	7	2	1	2	0	5	2326.3505	1	1
9	3	3	2	10	1	2	2	2	0	3	437.1329	6	2
10	1	1	1	7	2	1	1	2	0	1	10	6	5
9	1	1	1	6	3	2	1	2	0	1	10	6	2
8	2	2	2	10	4	2	1	2	0	6	581.7105	6	5
2	5	3	2	10	4	2	1	1	1	1	3280.3058	6	3
8	2	1	1	3	6	2	1	2	0	5	10	6	4
9	2	1	1	9	4	2	1	1	0	1	3836.4293	2	1
10	2	1	1	8	7	2	1	2	0	1	10	6	5
4	4	5	2	10	1	2	6	2	0	6	6208.4298	6	2
10	1	1	2	10	6	2	1	2	0	5	775.8581	6	4
9	1	2	1	6	6	2	1	1	2	2	10	6	2
8	1	2	1	8	1	2	6	2	0	6	23.1524	6	4
99	9	9	9	99	2	2	2	1	2	1	10	6	0
8	2	2	1	8	6	2	2	2	0	5	15.8315	6	10
8	2	2	2	10	2	2	1	2	0	1	350.7566	6	6
8	3	1	1	7	6	2	2	1	2	1	1810.2001	6	10
7	2	2	2	10	4	2	1	2	0	1	322.5873	6	2
7	2	2	2	10	99	2	6	2	3	6	1528.2325	6	4
99	9	9	9	99	6	2	1	2	0	1	879.9355	6	5
7	1	2	2	10	6	2	1	2	0	2	13.9293	6	2
6	3	2	2	10	3	2	1	1	1	2	1683.9633	6	4
99	9	9	9	99	5	1	1	2	0	1	173.0174	1	1
6	3	3	2	10	4	2	1	2	0	6	10	6	2
7	3	2	2	10	2	2	1	1	0	1	1169.8993	6	10
6	4	1	1	2	1	2	1	2	0	5	10	6	3
9	2	3	2	10	7	2	1	2	0	6	890.5672	6	5
9	2	2	2	10	6	2	1	1	0	1	2467.6934	6	8
5	4	5	2	10	4	2	1	1	2	4	1125.4179	6	6
7	2	2	2	10	7	2	2	2	0	2	10	6	10
8	1	1	1	6	2	2	2	1	1	5	17.0842	6	2
3	2	2	2	10	4	9	2	2	0	5	10	6	5
9	1	2	1	8	6	2	1	2	0	2	10	6	2
99	9	9	9	99	99	2	1	2	0	6	20.1284	6	2
7	3	1	1	1	7	2	1	1	2	1	12958.0464	6	5
6	4	5	1	2	2	2	2	2	1	6	10678.2111	6	2
8	2	2	1	3	6	9	2	2	0	6	2927.0791	6	999
6	3	3	2	10	4	2	1	2	0	2	610.3968	6	4
8	2	3	1	2	2	2	2	2	0	6	10	6	3
6	2	3	1	8	7	2	1	1	0	1	10	6	0
7	1	2	1	7	1	2	1	2	0	6	10	6	10
8	2	1	2	10	2	2	1	2	0	1	443.8541	6	10
8	2	2	2	10	3	2	1	2	0	2	1986.5931	6	4
9	2	2	2	10	4	2	1	2	0	1	1775.5695	6	3
8	3	4	2	10	2	2	1	2	0	5	1359.897	6	2
2	4	1	2	10	2	2	2	1	3	6	977.4567	6	4
8	3	1	2	10	3	2	1	1	2	1	2223.3809	6	2
10	1	3	2	10	1	2	1	2	0	4	116.6681	6	0
8	2	1	2	10	2	2	1	2	0	1	539.6129	6	4
8	2	2	2	10	5	2	1	1	0	1	1079.3095	6	4
10	1	1	2	10	2	2	1	2	0	2	320.3943	6	7
6	2	3	1	3	6	2	1	2	0	6	425.6504	6	3
6	3	2	2	10	4	2	2	1	0	4	3555.9004	6	2
9	1	2	2	10	7	2	2	2	0	6	317.1212	6	10
3	5	5	2	10	2	2	1	2	0	1	360.3492	6	5
9	1	1	2	10	7	9	1	2	0	1	2763.1238	6	3
8	3	3	2	10	3	2	2	2	0	1	130.7514	6	3
9	2	2	2	10	2	2	1	2	0	1	492.0612	6	9
5	3	2	2	10	1	2	1	2	0	3	1407.9376	6	2
7	1	1	1	7	6	2	1	1	0	1	10	6	2
5	2	2	1	8	6	2	1	2	0	6	10	6	0
10	1	2	1	4	4	2	2	2	0	1	2330.6396	6	3
6	1	1	2	10	2	2	1	2	0	1	453.1291	6	0
8	4	1	2	10	99	1	1	2	0	6	42.9815	6	4
8	2	1	1	8	7	2	1	1	1	1	10	6	3
10	1	1	2	10	6	2	1	1	1	1	2406.6344	6	3
8	2	5	2	10	1	2	2	2	0	1	11.0275	6	3
9	2	1	2	10	6	2	1	1	3	1	1272.382	6	8
10	2	4	2	10	2	2	2	2	0	6	12.0151	6	4
8	2	2	2	10	6	2	1	1	3	2	2029.3754	6	5
6	3	2	1	4	6	2	1	1	0	1	2983.7899	6	2
8	1	3	1	8	6	2	1	2	0	1	10.6689	6	4
8	2	2	2	10	4	2	1	2	0	1	353.8373	6	4
6	1	1	1	1	2	2	2	2	0	1	65.2756	6	2
8	1	5	1	1	2	2	1	2	0	5	10	6	2
8	1	2	2	10	2	2	1	2	0	6	1231.6936	6	4
9	3	2	9	99	7	2	1	1	1	1	548.4013	2	1
7	2	2	2	10	6	2	2	2	0	1	1690.9816	6	3
10	3	1	1	7	1	2	1	2	1	2	10	1	1
7	3	3	2	10	2	2	1	2	0	1	416.1448	1	1
9	1	2	2	10	6	2	1	2	0	3	473.2707	6	11
99	9	9	9	99	6	2	1	1	1	1	3746.3616	6	0
8	3	2	2	10	3	2	1	2	0	1	345.672	6	5
8	1	5	2	10	2	2	1	1	0	3	2484.9507	6	0
3	3	2	2	10	99	2	1	2	0	1	711.6599	6	2
8	4	2	1	6	4	2	1	2	0	6	10.7799	6	9
8	2	3	2	10	1	2	1	2	0	6	1212.5564	6	5
8	4	2	2	10	6	2	1	1	2	2	659.2323	6	8
7	3	3	1	5	6	2	1	1	2	1	10	6	10
8	2	4	2	10	4	2	9	2	0	3	10	6	12
10	1	1	2	10	7	1	1	2	0	5	2130.5311	6	2
5	1	5	2	10	3	2	1	2	0	2	1754.6585	1	1
9	1	2	2	10	2	2	1	2	0	1	527.8366	6	3
9	2	2	9	99	7	2	1	1	2	1	226.5698	6	8
10	1	1	1	5	1	2	1	2	0	3	10	6	3
7	3	2	1	7	2	2	1	2	0	6	10	6	3
9	2	1	2	10	6	2	1	2	0	1	603.0244	6	8
5	2	1	9	99	6	2	2	1	1	1	4061.2151	6	11
7	2	2	2	10	4	2	1	2	0	3	10	6	5
8	3	3	2	10	7	2	1	2	0	6	338.9611	6	12
8	9	2	2	10	6	2	1	2	0	3	265.26	6	4
9	2	2	2	10	7	2	2	1	2	1	10	6	6
7	4	5	9	99	3	2	1	2	0	6	30.8083	6	4
9	1	2	2	10	7	2	1	2	0	1	1754.1134	6	6
10	1	2	2	10	4	2	1	2	0	1	405.6518	1	1
7	3	2	1	7	6	2	1	1	2	1	10	6	2
10	1	2	2	10	7	2	1	2	0	5	256.2402	6	5
8	1	1	2	10	6	2	1	1	1	1	1495.5207	6	5
3	4	4	1	3	6	2	1	2	0	6	310.9336	6	10
8	2	2	1	5	6	2	1	1	2	1	16.9229	6	4
6	2	1	1	5	7	1	1	1	3	1	10	6	2
7	4	2	1	6	6	2	1	1	2	4	10	6	4
99	9	9	1	2	6	2	1	1	1	1	2543.2524	6	999
7	2	3	1	7	6	2	1	2	0	6	10	6	4
9	1	1	2	10	6	2	1	2	0	5	248.3812	6	5
8	2	1	2	10	4	2	1	1	0	1	822.0049	6	6
7	2	2	9	99	6	2	1	2	0	6	10	6	4
9	2	1	2	10	2	2	1	2	0	5	10	6	10
7	2	2	1	1	6	2	9	2	0	6	6755.8455	6	5
8	2	3	1	2	6	2	1	1	1	1	1622.3926	6	3
7	4	2	2	10	4	2	1	2	0	2	10	2	1
6	1	2	2	10	3	2	1	2	0	6	1264.5254	2	1
9	1	2	1	2	2	2	2	2	0	1	10.0813	6	2
4	4	5	2	10	2	2	2	1	2	1	713.4021	1	1
2	5	3	1	1	6	2	2	2	0	1	2196.324	1	1
99	9	5	1	5	4	2	2	2	0	6	10	2	1
7	3	2	1	2	1	2	6	2	0	6	127.8565	6	7
7	2	2	1	6	7	2	1	2	0	1	10	6	10
