LSM_01	SRM_115	SBL_100	VISMINFL	VISMIN_C	ED_05	REP_20	VBR_10	CXRFLAG	CHH001_C	MARSTAT	WGHT_PER	SCF_101	SCF100_C
8	1	2	1	8	6	2	1	2	0	1	27.514	6	6
99	9	9	9	99	99	2	1	2	0	1	10	6	12
3	4	2	2	10	7	1	1	2	0	1	2345.937	6	5
9	3	1	2	10	1	2	1	2	0	3	1713.8344	6	0
5	3	2	2	10	5	2	1	2	0	3	1044.7248	6	4
10	1	2	2	10	6	2	1	1	1	1	2604.146	6	10
8	1	2	2	10	7	1	1	2	0	1	1555.1254	6	6
5	2	3	2	10	2	2	1	2	0	5	251.3177	6	3
6	2	1	1	8	4	2	2	2	0	1	15.0032	1	1
10	1	1	1	5	2	2	1	2	0	5	10	6	5
8	2	2	9	99	6	2	1	1	1	1	1710.0216	6	5
8	2	1	1	8	7	2	2	2	0	6	13.957	6	7
7	2	3	2	10	6	2	2	1	3	1	2299.2688	6	2
5	2	2	2	10	4	2	1	2	0	6	10	6	0
9	2	1	1	8	6	2	1	1	2	1	10	6	4
10	1	2	1	7	1	2	2	1	0	1	10	6	2
99	9	9	9	99	99	2	1	2	0	6	416.4457	6	5
7	3	2	2	10	2	2	1	2	0	1	1621.8109	6	2
7	2	3	1	1	7	2	2	1	1	1	10.1601	6	10
99	9	9	9	99	99	2	1	1	1	2	3540.525	6	3
8	2	2	2	10	99	2	1	2	0	1	100.5515	6	2
9	1	2	2	10	7	2	1	2	0	5	860.7953	6	3
10	1	2	1	6	6	2	1	2	0	6	10	6	5
8	2	3	2	10	7	2	1	2	0	2	1648.7073	6	3
8	3	2	1	8	6	2	1	1	2	1	12.9437	6	2
9	3	5	1	7	1	2	6	2	1	6	26.4991	2	1
10	3	2	2	10	99	2	1	2	0	2	427.3066	6	4
9	3	2	1	8	7	2	1	2	0	2	10	6	4
5	4	2	1	5	6	2	1	1	2	1	10.0714	6	0
10	3	2	2	10	7	2	1	2	0	1	404.069	1	1
10	1	3	2	10	99	2	1	2	0	1	979.5212	6	11
4	4	3	1	5	6	2	1	2	0	1	10	6	8
99	9	9	9	99	6	2	1	2	0	3	10	6	5
5	2	3	2	10	1	2	1	2	0	3	1475.2747	1	1
10	1	1	2	10	6	2	1	2	0	6	903.5384	6	7
8	2	2	2	10	4	2	1	2	0	2	1736.6019	6	8
5	4	1	1	7	6	2	1	2	0	6	10	6	5
9	2	2	2	10	99	2	1	2	0	1	446.9544	6	10
10	1	4	1	2	2	2	1	2	0	1	24.9198	6	2
9	2	2	9	99	6	2	1	2	0	6	10	6	2
7	2	3	1	2	2	2	1	1	0	1	97.3747	6	4
7	2	3	2	10	5	2	1	2	0	6	18.9842	6	3
9	3	1	1	9	6	2	1	2	0	5	10	6	3
4	4	5	1	8	2	2	1	1	1	5	27.5494	6	2
99	9	9	9	99	99	1	1	1	1	1	10	1	1
8	1	1	1	8	5	2	2	1	0	1	11.8101	6	12
5	4	2	2	10	6	2	1	2	0	6	28.9244	6	5
10	2	5	2	10	5	2	1	2	0	5	523.8777	6	12
10	1	1	2	10	2	2	1	2	0	3	1443.5926	6	2
99	9	9	1	8	2	2	1	2	0	6	10	1	1
9	2	3	1	6	4	2	1	1	0	5	10	6	3
8	3	1	2	10	6	2	1	1	3	1	1406.2158	6	4
7	4	2	2	10	4	2	1	2	0	6	1707.7646	1	1
5	3	3	2	10	2	2	1	1	0	3	1305.613	6	3
9	3	2	2	10	2	2	1	1	0	1	2979.6032	6	3
7	1	4	2	10	6	2	2	1	1	1	1384.7311	6	4
10	1	1	2	10	2	2	1	2	0	1	1493.4939	6	4
10	1	1	1	6	5	2	1	2	0	5	10	6	2
6	2	2	1	9	2	2	1	2	0	1	10	6	10
6	3	3	1	7	5	2	1	2	0	6	66.2531	6	4
8	1	1	1	6	3	2	1	1	0	5	13.6826	6	2
5	2	1	2	10	3	2	1	2	0	1	1312.7317	6	3
10	2	1	1	7	2	2	1	2	0	1	10	6	3
8	1	1	1	5	5	2	1	1	2	1	10	6	2
5	4	1	1	2	2	2	2	2	0	3	13.4638	6	0
5	4	2	2	10	2	2	1	2	0	6	290.3971	6	5
9	1	1	2	10	2	2	1	2	0	1	1118.4323	6	10
99	9	1	2	10	6	2	1	2	0	6	6851.2356	6	5
8	2	2	2	10	4	2	1	1	0	1	518.2819	6	4
7	3	2	2	10	2	2	1	2	0	1	80.0141	6	4
6	2	5	2	10	3	2	1	2	0	6	790.5703	2	1
99	9	9	1	8	3	9	1	2	0	5	10	6	11
7	2	3	2	10	2	2	1	2	0	2	496.2302	2	1
9	2	1	2	10	2	2	1	2	0	1	1220.4338	6	6
10	1	1	1	7	6	2	1	1	1	1	10	6	2
8	2	1	1	5	6	2	1	1	1	1	10	6	4
9	1	3	9	99	4	2	2	2	0	2	2003.0366	6	6
7	3	3	1	2	1	2	2	2	0	3	40.6729	6	0
0	1	3	1	6	6	2	1	1	1	1	10	6	0
7	1	3	1	2	2	2	2	1	0	5	10	6	4
7	2	2	1	1	2	2	1	1	1	1	10	6	2
10	1	1	2	10	4	2	1	2	0	3	839.0827	6	5
10	1	2	1	7	7	2	2	2	0	1	523.8291	6	5
3	1	2	1	5	7	2	1	2	0	1	10	6	5
7	3	1	2	10	4	2	1	2	0	1	321.5238	2	1
99	9	9	1	7	7	2	1	2	0	6	10	6	2
7	3	3	2	10	5	2	1	2	0	6	1316.658	1	1
8	3	2	2	10	6	2	1	2	0	1	134.482	6	3
9	1	1	2	10	7	2	1	2	0	2	368.9055	6	5
9	2	1	1	1	2	2	1	2	0	1	39.2139	6	0
6	3	2	9	99	4	2	2	1	1	5	28.3196	6	10
7	3	3	2	10	7	2	1	1	1	1	2171.3982	6	2
5	3	1	2	10	2	2	1	2	0	6	2775.382	6	7
10	1	1	1	2	1	2	2	2	0	1	16.3216	6	5
6	3	2	2	10	6	2	1	2	0	1	553.6008	6	3
10	3	1	2	10	2	2	1	2	0	1	101.1729	6	0
0	5	2	2	10	2	2	1	1	0	1	967.7494	1	1
5	2	3	2	10	7	2	1	2	0	5	10	6	6
3	4	4	2	10	6	2	1	2	0	2	720.7195	6	3
9	1	3	2	10	2	2	1	2	0	6	1148.9892	6	6
8	2	1	1	6	2	2	1	2	0	2	10	6	0
1	2	3	1	2	4	2	2	2	0	1	33.1257	2	1
8	1	1	2	10	6	2	2	2	0	1	221.0526	6	8
8	3	2	2	10	2	2	1	2	0	99	2085.0183	6	2
8	2	3	1	6	1	2	1	2	0	3	10	6	2
3	4	1	2	10	6	2	1	1	2	2	385.0819	6	10
8	1	1	2	10	7	2	1	2	0	1	284.3236	6	5
8	2	2	2	10	4	2	1	2	0	1	1522.2985	6	3
9	3	2	1	7	2	2	1	1	0	2	14.0042	1	1
9	1	2	1	8	7	2	1	2	0	5	10	6	10
7	2	2	1	3	7	2	1	1	0	1	2597.832	6	5
7	2	2	2	10	7	2	1	2	0	6	656.979	6	2
3	5	3	2	10	2	2	2	2	0	2	1585.7767	6	3
7	3	2	2	10	6	2	1	2	0	2	1806.5209	6	0
10	2	2	1	5	7	2	1	2	0	6	10.8763	6	10
6	2	2	2	10	2	2	2	2	0	2	1687.4708	6	4
8	1	2	2	10	6	2	1	2	0	5	10	6	5
10	1	1	2	10	2	2	1	2	0	6	960.9499	2	1
7	4	2	1	6	6	2	2	2	0	1	4814.3067	6	5
8	3	2	2	10	1	2	2	2	0	6	482.1374	1	1
7	3	2	2	10	4	2	1	1	0	5	2009.5515	6	4
99	9	9	2	10	4	2	2	2	0	5	71.0957	6	3
10	1	1	2	10	6	2	1	2	0	2	1053.9164	6	6
6	2	4	1	6	4	2	2	1	1	3	10	6	2
9	2	2	1	5	7	2	1	1	3	1	10	6	10
8	1	2	2	10	1	2	1	2	0	6	1057.5793	6	0
6	3	3	1	7	6	2	1	2	0	6	10	6	2
5	1	1	1	1	2	2	1	1	3	3	18.1804	6	2
7	3	3	2	10	2	2	1	2	0	1	130.5835	6	2
6	2	2	2	10	6	2	1	2	0	6	1352.0914	6	2
4	3	2	9	99	1	2	2	2	0	4	10	6	0
8	1	1	2	10	6	2	1	2	0	1	931.0809	6	4
8	1	2	2	10	4	2	1	1	1	1	476.1186	6	4
5	4	1	2	10	4	2	1	2	0	1	319.4638	6	0
7	3	1	1	5	7	2	2	2	0	5	10	6	2
8	2	2	2	10	3	2	1	1	0	1	3493.3318	6	2
6	3	2	2	10	6	2	1	2	0	6	302.6417	6	6
5	5	4	2	10	99	2	1	2	0	6	377.2402	6	3
7	1	1	1	5	6	2	1	2	0	4	10	6	10
7	3	3	2	10	4	2	1	2	0	3	931.9573	6	3
7	4	2	1	5	2	1	6	2	2	6	14.4601	6	4
8	3	2	2	10	6	2	1	2	0	1	767.2901	6	3
6	3	2	1	8	2	2	1	1	0	1	15.8808	6	2
5	3	3	1	7	1	2	1	2	0	6	16.722	6	7
10	1	2	1	8	7	2	2	2	0	1	3572.9379	6	5
2	4	2	2	10	4	2	1	1	1	4	45.9366	6	6
8	3	1	1	3	3	2	1	2	0	6	5432.2174	6	2
8	2	2	2	10	2	2	1	1	3	1	1486.9346	6	6
10	1	2	1	1	2	2	2	1	0	1	16.5402	6	0
99	9	9	9	99	2	2	1	2	0	1	667.302	6	3
2	1	4	1	5	6	2	2	1	1	1	756.1643	1	1
7	2	1	1	6	7	2	1	1	2	1	10	6	5
10	1	2	2	10	4	2	1	2	0	6	1279.8311	6	2
8	1	1	1	2	7	2	1	1	1	1	669.8361	6	0
10	1	1	2	10	6	2	1	2	0	1	337.2804	6	10
3	1	2	1	3	5	2	2	1	1	1	74.1152	2	1
8	1	2	1	6	7	2	2	2	0	99	10	6	4
2	4	3	2	10	7	2	1	2	0	6	1152.68	6	4
7	2	1	2	10	6	2	1	2	0	6	644.3106	6	5
8	4	2	1	6	2	2	6	2	1	6	14.6229	6	7
8	2	2	1	3	4	2	2	1	0	3	96.3395	6	2
10	2	4	2	10	2	2	2	1	2	2	1324.4307	6	4
9	1	1	9	99	7	2	1	1	0	1	51.7668	6	10
9	1	1	1	6	6	2	1	1	1	1	10.2684	6	5
5	3	1	1	4	6	2	1	1	3	1	10	6	2
7	2	1	1	2	6	2	1	2	0	6	19.6091	6	10
6	3	2	2	10	4	2	1	2	0	2	10	6	3
5	2	1	1	1	6	2	1	1	1	1	10	6	5
8	1	5	2	10	4	2	1	2	0	1	96.2719	6	0
9	2	4	2	10	6	2	1	1	0	5	23.6576	6	3
3	3	2	9	99	6	2	9	2	0	4	10	6	2
9	1	2	2	10	4	2	1	1	0	1	3853.3519	6	2
5	2	3	1	7	4	2	1	1	1	1	982.5962	6	2
10	2	1	2	10	1	2	9	2	0	1	337.5411	6	4
9	1	3	1	1	6	2	1	1	3	1	796.9147	2	1
7	3	2	2	10	3	2	2	2	0	6	768.3387	6	3
9	1	2	2	10	4	2	1	2	0	1	1794.4884	6	5
7	2	2	1	1	3	2	2	2	0	6	10.3702	6	5
8	5	3	1	5	4	2	1	2	0	6	32.3249	1	1
2	3	2	2	10	6	2	1	2	0	1	555.7268	6	3
8	2	2	1	1	4	2	1	2	0	3	10	6	6
7	4	2	2	10	3	2	1	1	2	1	2055.0617	6	2
6	2	1	1	1	4	2	1	1	0	1	44.8511	6	3
10	1	1	1	6	99	2	1	2	0	1	10	6	2
6	2	2	2	10	4	2	1	2	0	1	1427.322	6	4
9	2	3	2	10	3	2	1	2	0	5	2135.7703	6	7
8	1	2	2	10	6	2	1	2	0	6	454.4461	6	3
99	9	9	2	10	99	2	1	2	0	1	2810.5415	6	3
8	3	5	1	8	1	2	1	1	0	1	10	6	4
8	3	2	1	7	2	2	1	2	0	6	10	6	10
7	3	9	2	10	3	2	1	1	0	1	604.9316	1	1
8	2	2	2	10	2	2	1	2	0	6	1889.8068	6	9
8	3	2	1	2	4	2	2	2	0	1	10	6	0
7	2	2	1	7	7	2	1	2	0	6	10	6	4
8	2	2	1	5	2	2	1	1	2	1	2612.6357	6	4
8	2	1	2	10	3	2	1	2	0	1	1470.2506	6	2
10	4	2	2	10	2	2	2	1	2	1	10.1253	1	1
7	2	1	2	10	1	2	1	1	0	6	776.1079	6	4
6	4	5	2	10	6	2	1	1	2	1	373.7548	6	0
8	1	1	2	10	4	2	1	1	2	2	2704.3061	6	2
10	1	1	1	8	2	2	1	2	0	1	10	6	2
5	2	2	2	10	6	2	1	2	0	6	2553.4946	6	2
10	1	2	2	10	1	2	1	2	0	3	181.7515	1	1
8	3	2	2	10	2	2	1	2	0	5	1429.5413	6	10
99	9	9	2	10	5	2	1	2	0	1	134.4701	6	2
7	2	2	2	10	6	2	1	1	1	6	1020.2107	6	3
10	1	1	2	10	7	2	1	1	1	1	541.0216	6	5
10	1	2	2	10	5	2	1	2	0	1	408.9392	6	10
9	1	1	1	4	99	2	2	1	1	6	50.4453	6	2
2	4	2	2	10	3	2	1	1	2	1	488.235	6	2
99	9	2	2	10	1	2	1	2	0	3	916.1472	6	4
7	1	1	2	10	4	2	1	1	0	1	684.6176	1	1
10	4	2	1	3	2	2	2	2	0	6	4241.0708	6	10
10	3	2	2	10	2	2	1	1	0	5	711.8677	6	2
9	2	2	2	10	4	1	1	2	0	1	387.9892	6	5
7	3	4	1	3	6	2	9	2	0	1	32.0912	6	3
8	2	2	1	6	4	2	1	1	1	2	10	6	2
5	4	2	1	3	6	2	2	2	0	6	100.8458	6	2
10	1	1	2	10	2	2	6	2	0	6	45.769	6	5
2	5	4	2	10	3	2	2	2	0	6	765.1664	6	3
6	2	1	2	10	6	2	2	2	0	3	10	6	2
10	1	1	1	6	6	2	2	1	2	1	10	6	5
8	2	1	2	10	7	2	1	2	0	5	209.2471	6	5
9	2	1	2	10	6	2	1	1	1	1	2134.9724	6	2
8	3	2	1	2	1	2	1	2	0	4	863.0835	6	2
9	2	1	2	10	7	2	1	1	3	1	1636.9898	6	8
8	3	2	2	10	2	2	1	2	0	2	806.9156	6	4
8	2	2	2	10	6	2	1	2	0	1	1822.2118	6	3
8	1	1	1	1	2	2	1	2	0	3	12.2261	6	5
8	3	2	2	10	4	2	1	1	0	5	739.8978	6	10
7	2	3	2	10	7	2	1	2	0	3	1900.2694	6	6
6	4	1	1	1	3	2	1	2	0	5	10	1	1
8	2	2	2	10	2	2	1	2	0	1	1184.2686	6	5
8	2	1	1	5	7	2	2	2	0	6	10	6	2
9	2	1	1	1	6	2	1	2	0	1	127.9888	6	10
7	3	2	2	10	6	2	2	1	1	1	215.7979	6	2
8	2	5	1	2	4	2	2	2	0	1	13.242	6	2
7	3	2	2	10	4	2	1	2	0	5	1250.5185	6	10
8	1	2	2	10	6	2	1	2	0	1	980.0009	6	2
7	3	2	2	10	2	2	2	2	0	6	4435.2389	6	3
7	1	2	1	5	4	2	2	1	1	1	15.5243	6	10
10	1	1	2	10	5	2	1	2	0	1	1758.2958	6	11
7	3	3	2	10	1	2	1	2	0	2	1257.873	6	2
7	1	1	1	5	4	2	1	1	1	1	10	6	3
10	1	3	1	5	7	2	2	1	0	1	3595.2849	6	10
10	1	1	2	10	1	2	1	2	0	6	63.509	6	10
99	9	9	9	99	99	2	1	1	1	1	10	6	0
7	4	2	2	10	6	2	1	2	0	5	216.9777	6	3
9	1	2	1	2	7	2	1	1	0	1	1411.336	6	3
5	1	4	1	5	99	2	1	1	2	1	10	6	2
9	1	2	2	10	1	2	1	2	0	1	2020.9937	6	3
9	1	2	1	6	4	2	1	2	0	6	10	6	11
6	3	2	2	10	6	2	1	1	0	2	778.3033	6	2
8	3	5	1	5	7	2	1	1	1	1	10	1	1
7	2	2	2	10	7	2	1	2	0	1	1844.5824	6	6
5	2	2	2	10	4	2	2	2	0	5	1431.5459	1	1
5	4	3	2	10	4	2	1	2	0	3	994.4333	6	4
7	3	1	1	7	2	2	2	2	0	6	11.8858	6	3
7	3	3	1	7	4	2	1	2	0	1	10	6	2
99	9	9	9	99	99	2	1	1	0	1	217.2764	6	2
9	2	1	2	10	6	2	1	2	0	1	129.2198	6	3
9	3	1	1	1	7	2	2	1	2	1	793.167	6	5
10	1	1	1	8	7	2	2	2	0	6	5091.2594	6	2
5	5	2	2	10	2	2	1	2	0	6	1831.1778	6	2
99	9	9	2	10	7	2	1	2	0	6	10	2	1
7	3	3	2	10	6	2	1	1	2	1	10	6	2
8	1	2	2	10	7	2	1	1	0	1	2218.4212	6	10
8	2	2	1	2	1	2	1	2	0	1	39.8595	6	0
3	2	2	1	8	2	2	2	2	0	6	20.3866	6	2
8	4	2	1	7	4	2	1	2	0	6	10	6	3
5	4	3	2	10	4	2	1	2	0	5	1195.6815	6	4
7	2	2	2	10	2	2	1	2	1	2	5829.9874	6	6
7	3	5	1	7	1	2	2	1	1	1	10	6	2
7	2	2	1	8	6	2	1	2	0	5	10	6	2
7	3	2	1	1	2	2	1	2	0	5	10	6	0
10	1	1	2	10	2	2	1	2	0	3	994.4333	6	6
8	4	2	1	7	1	2	1	1	0	1	10	6	3
10	2	2	2	10	4	2	1	2	0	2	1011.166	1	1
5	1	3	2	10	6	2	1	2	0	6	10	1	1
6	4	2	1	2	7	2	2	1	0	1	1457.7093	6	6
8	1	1	1	7	5	2	2	1	0	1	11.3279	6	5
5	1	1	1	5	1	2	1	1	3	1	10	6	5
10	1	3	2	10	3	2	1	2	0	1	346.9756	6	4
3	4	3	2	10	2	1	1	1	0	6	10	6	5
8	3	2	1	1	7	2	9	2	0	1	10	6	10
7	2	2	2	10	7	2	1	1	0	1	1284.35	6	6
8	1	3	1	7	1	2	1	1	0	1	10	6	2
6	4	4	2	10	3	2	1	2	0	6	6612.4686	6	0
7	3	2	2	10	6	2	2	2	0	5	564.3387	6	5
6	2	2	1	7	2	2	2	2	1	6	21.8024	6	4
7	2	3	1	1	7	2	2	2	0	6	10380.0467	6	2
8	2	2	2	10	6	2	1	1	0	1	1381.9928	6	3
6	1	3	1	7	2	2	2	2	3	6	15.8663	1	1
10	1	2	1	7	2	2	1	2	0	6	10	1	1
8	2	2	1	7	4	2	1	2	0	6	10	6	5
8	3	2	2	10	5	2	1	2	0	3	71.3293	6	4
7	3	2	2	10	7	2	1	2	0	2	344.3891	6	3
8	4	4	1	5	7	2	1	2	0	5	10	6	0
6	2	2	1	7	6	2	1	1	1	1	10	6	0
7	2	2	2	10	7	2	1	1	1	2	10	6	3
8	2	2	2	10	4	2	1	1	0	1	787.9348	6	8
9	2	1	1	7	3	2	2	1	1	1	10	6	2
10	1	1	2	10	99	2	2	1	0	1	575.9996	6	3
10	1	2	2	10	6	2	9	2	0	5	1900.2694	6	6
6	4	5	2	10	4	2	2	2	0	5	1460.0941	6	6
7	3	2	1	7	1	2	2	1	0	1	10	6	2
7	2	1	1	5	5	2	1	1	3	4	10	6	3
99	9	9	1	3	2	2	2	2	0	5	1537.7287	6	3
10	1	1	2	10	4	2	1	2	0	3	1745.6741	6	2
8	3	2	1	2	1	2	1	1	0	1	858.9295	6	0
8	2	1	2	10	2	2	1	1	3	1	588.0859	6	4
7	5	2	2	10	2	1	1	2	0	6	849.2648	6	3
9	1	1	2	10	3	2	1	1	2	6	712.182	6	4
6	4	3	2	10	4	2	1	2	0	6	953.319	1	1
10	1	1	2	10	4	2	1	2	0	6	241.1694	1	1
8	1	2	1	1	1	2	2	2	0	3	10	6	5
99	9	9	1	7	1	2	1	1	0	1	10	6	0
9	2	2	2	10	1	2	1	2	0	3	232.9063	6	2
6	1	2	9	99	2	9	1	2	0	5	10	6	0
8	2	3	2	10	2	2	1	2	0	5	305.5957	6	10
10	1	1	2	10	2	2	1	2	0	1	1360.2016	6	3
9	2	9	2	10	4	2	9	2	0	3	200.9496	6	2
10	1	5	2	10	4	2	9	2	0	1	3226.259	6	3
8	1	2	2	10	7	2	1	2	0	1	66.022	6	5
99	9	9	2	10	6	9	9	1	2	2	1565.252	6	999
8	1	1	2	10	5	2	1	2	0	1	463.1976	6	4
7	1	5	1	6	1	2	1	2	0	1	10	6	4
7	3	2	2	10	2	2	1	2	0	1	804.5245	6	3
10	4	2	2	10	1	2	2	2	0	6	451.0681	6	2
9	2	2	1	7	1	2	1	2	0	1	10	6	0
10	2	9	9	99	1	2	1	2	0	3	10	6	5
6	1	2	1	5	7	2	2	1	2	1	10	6	0
5	2	3	2	10	7	2	1	2	0	5	1865.0236	6	4
5	5	2	9	99	4	2	1	2	0	3	10	6	5
99	9	9	9	99	99	2	1	2	0	1	720.6406	1	1
99	9	2	2	10	4	2	2	2	0	6	984.0776	6	2
4	1	2	9	99	2	2	1	2	0	1	10	6	2
8	2	2	1	5	1	9	2	1	3	1	10	6	5
8	2	2	2	10	2	2	1	2	0	3	156.7406	6	6
7	2	2	2	10	2	2	1	2	0	2	1642.1271	6	4
9	1	5	2	10	2	2	1	1	2	2	1977.8641	6	0
7	2	1	1	7	6	2	2	1	2	1	10	1	1
99	2	9	9	99	4	9	1	2	0	99	90.5291	6	12
3	5	4	2	10	99	2	1	2	0	6	274.8002	6	0
8	1	5	1	4	5	2	2	1	0	1	1071.5582	6	4
10	3	2	1	7	1	2	1	1	0	1	10	6	2
9	2	1	2	10	7	1	1	2	0	1	5104.9238	6	2
7	3	2	9	99	1	2	1	2	0	1	10	6	10
3	3	4	2	10	99	2	2	2	0	2	10	6	4
7	3	2	2	10	6	2	1	2	0	1	278.9078	6	2
3	4	4	1	9	2	2	1	2	1	6	15.491	6	0
7	3	2	2	10	2	2	2	2	0	6	1662.7692	6	7
9	1	3	2	10	7	2	1	2	0	2	1427.1906	6	3
5	2	5	1	3	6	2	2	1	2	1	2221.499	6	3
99	9	9	2	10	4	2	1	1	1	4	1058.8877	6	3
8	2	2	2	10	3	2	1	2	0	1	59.9577	1	1
8	2	2	1	3	1	2	1	2	0	6	15.7203	1	1
7	2	2	2	10	7	2	1	2	0	99	856.6691	6	2
7	4	2	1	1	2	2	1	1	0	1	11537.7446	6	3
10	1	1	2	10	7	2	1	2	0	3	1302.0476	6	3
99	9	9	9	99	5	2	1	2	0	1	118.6146	6	4
7	1	2	2	10	4	2	1	2	0	6	1368.457	6	3
10	1	2	1	2	3	2	1	1	3	1	84.0599	6	5
9	1	1	1	5	6	2	1	1	2	1	10	1	1
5	2	3	2	10	6	2	1	2	0	6	960.9233	6	10
9	1	3	2	10	4	2	1	2	0	3	10	6	3
5	4	5	2	10	1	2	1	2	0	1	10	1	1
99	9	9	9	99	6	2	1	1	2	1	10	6	2
8	4	2	2	10	4	2	1	1	1	1	2936.0001	6	4
8	3	2	1	5	6	2	2	2	0	6	24.2437	6	10
8	2	1	1	5	7	2	1	1	3	1	10	6	6
7	2	2	1	1	1	2	1	2	0	1	924.9481	6	5
7	2	2	2	10	6	2	1	1	3	1	3324.7768	6	10
9	1	2	2	10	6	2	1	1	0	1	142.5111	6	10
7	4	2	2	10	2	2	1	2	0	3	177.0563	6	2
9	1	2	1	3	7	2	1	1	2	1	1258.9031	6	2
8	2	1	2	10	7	2	1	2	0	6	4327.923	6	10
8	1	2	2	10	7	2	1	2	0	3	542.0062	6	8
8	3	2	2	10	2	2	1	2	0	1	752.1386	6	11
5	4	3	2	10	7	2	1	2	0	5	894.4941	6	3
8	1	2	2	10	3	2	1	2	0	5	1567.8416	6	4
8	2	1	1	8	7	2	1	2	0	5	10	6	10
99	9	9	1	1	3	9	2	2	0	1	1343.676	6	5
8	1	3	9	99	2	2	2	2	0	1	21.6308	6	5
8	2	3	2	10	3	2	1	2	0	1	1431.4715	6	2
10	1	1	1	5	6	1	1	2	3	1	18.2793	2	1
6	4	1	2	10	2	2	1	1	0	1	1327.5368	6	2
9	1	1	1	7	7	2	1	2	0	1	10	6	8
6	3	2	2	10	7	2	1	2	0	6	42.7373	1	1
3	5	5	1	7	2	2	2	2	0	6	24.4409	6	8
8	2	1	1	7	1	2	1	2	0	3	10	6	5
10	1	1	2	10	5	2	1	2	0	2	2109.5194	6	4
6	3	3	2	10	4	2	1	2	0	1	613.2765	6	4
5	2	2	1	7	1	2	1	1	1	1	10	6	2
10	1	1	1	7	1	2	2	2	1	1	10	6	2
7	3	2	1	8	7	2	1	1	0	1	10	6	0
10	1	2	1	7	4	2	2	2	0	1	10	6	0
9	1	5	2	10	5	2	1	2	0	1	429.9603	6	0
7	3	4	2	10	3	2	1	2	0	1	1545.1294	6	3
7	4	3	2	10	6	2	1	1	0	1	889.7055	6	6
8	1	1	2	10	1	2	1	2	0	1	386.2414	6	2
10	1	1	1	5	1	2	2	1	3	1	10	6	3
9	3	2	2	10	6	2	1	2	0	1	385.1681	6	0
8	2	1	2	10	3	2	1	2	0	2	194.0635	6	6
10	1	1	1	8	2	2	1	1	2	1	12.4379	6	4
2	4	4	2	10	2	2	1	2	0	3	1081.3383	6	0
6	3	2	1	6	2	2	1	1	1	6	10	6	3
6	1	1	1	3	4	2	2	2	0	4	951.6277	6	3
10	1	3	2	10	2	2	1	1	1	2	2265.0956	2	1
0	4	5	1	7	2	2	1	2	0	6	10	6	0
7	1	2	1	7	1	2	2	2	0	6	10	6	6
7	3	1	2	10	2	2	1	2	0	2	1370.3409	6	5
6	3	1	1	5	6	2	2	1	2	5	10	6	5
7	3	1	1	7	1	2	1	1	0	3	16.3546	6	2
10	3	3	2	10	7	2	1	2	0	2	1735.6597	6	7
7	3	1	2	10	2	2	1	2	0	6	1100.6382	1	1
7	3	2	1	9	4	2	1	1	2	1	1819.8897	6	2
8	2	1	2	10	6	2	1	1	2	1	10	1	1
7	4	2	1	5	7	2	1	2	0	6	10	6	2
9	1	3	2	10	6	2	1	2	0	6	273.8233	6	2
9	3	2	2	10	5	2	9	2	0	3	1513.8242	6	2
7	2	1	2	10	6	2	1	1	0	1	4097.1324	6	5
8	2	1	2	10	2	2	2	1	2	2	896.6222	6	2
4	1	1	1	8	7	2	2	1	0	5	25.7054	6	4
8	2	2	2	10	6	2	9	2	0	2	1707.3265	6	4
9	3	2	2	10	7	2	1	2	0	6	10	6	4
4	2	2	2	10	1	2	1	2	0	3	493.6743	6	10
0	2	1	2	10	6	2	2	1	2	1	10	6	8
8	2	2	2	10	3	2	1	2	0	1	1694.8176	6	2
10	1	2	2	10	4	2	2	1	0	1	501.2235	6	2
8	2	1	2	10	4	2	1	1	1	2	296.9333	6	2
3	4	3	1	2	2	2	2	2	0	6	24.0796	6	6
99	9	9	9	99	2	2	1	2	0	6	15.9008	1	1
8	3	1	1	5	5	2	2	2	0	1	13.6575	6	0
9	1	1	2	10	2	2	2	2	0	6	4044.3853	6	12
9	1	2	2	10	4	1	1	1	2	1	147.1417	2	1
6	2	2	2	10	6	2	1	2	0	6	1912.0873	6	3
9	2	2	2	10	3	2	1	2	0	1	416.1448	1	1
8	1	2	1	7	6	2	2	1	1	1	10	6	0
10	1	2	2	10	5	2	1	2	0	5	10	6	3
8	2	1	2	10	2	2	9	2	0	6	57.4417	6	999
8	2	2	1	9	2	2	2	2	0	1	1307.4359	6	0
7	2	1	2	10	99	2	1	2	0	1	427.6419	6	3
9	1	2	2	10	6	2	1	2	0	1	1270.1165	6	5
8	1	5	2	10	1	2	1	2	0	1	1777.3836	6	2
7	2	2	1	8	1	2	2	2	0	1	10	6	3
7	2	3	2	10	6	2	1	2	0	4	2410.936	6	5
6	3	2	1	1	7	2	2	1	1	1	3717.5469	6	10
7	3	2	2	10	6	2	1	1	2	1	743.9061	6	4
6	3	3	1	8	4	2	1	2	0	6	12.5597	6	4
99	9	9	1	5	7	2	2	2	0	1	10.5587	2	1
6	4	3	2	10	7	2	1	2	0	4	313.1315	6	0
8	2	2	1	1	6	2	2	1	1	1	164.9696	6	2
8	1	1	1	8	2	2	1	2	0	5	10	6	3
9	2	2	2	10	1	2	6	2	0	6	6032.9911	6	8
8	2	5	2	10	2	2	2	1	2	6	509.4427	6	0
8	1	2	2	10	6	2	9	1	0	1	3479.4017	6	0
