PRSPGNDR	PPROV	PVISMIN	PHHSIZE	PHHTTINC	PLIS_05	PGEOGR	PEMPL	PDWS_10I	PEHA_05A	PEHA_05B	PDWLTYPE	PDWS_05	PDWS_10C	PDV_SHCO	PCOS_05	PDCT_05
2	"12"	9	99	32000	8	"04"	9	2	2	2	"06"	3	2	900	6	2
2	"48"	2	1	30000	4	"24"	2	1	2	2	"99"	1	2	200	2	1
1	"13"	9	2	100000	9	"06"	1	1	2	2	"99"	3	2	800	7	1
2	"35"	2	2	115000	9	"15"	2	2	2	2	"01"	3	2	400	4	1
1	"46"	9	1	22000	7	"18"	2	2	2	2	"01"	1	2	1100	7	2
2	"35"	2	1	22000	6	"14"	2	4	2	2	"06"	1	2	500	4	2
1	"59"	2	2	200000	8	"25"	1	4	2	2	"06"	3	1	600	6	1
1	"48"	2	1	92500	6	"24"	1	3	2	1	"02"	3	2	1800	6	1
2	"10"	9	2	60000	7	"01"	1	2	2	2	"01"	3	2	1200	6	1
1	"35"	2	1	80000	7	"16"	2	1	2	2	"01"	3	1	1200	4	1
2	"24"	2	2	52500	8	"09"	2	2	2	2	"06"	3	3	1800	7	2
1	"47"	9	4	160000	8	"21"	1	1	2	1	"01"	3	3	1400	9	1
1	"48"	2	2	77500	8	"24"	1	1	2	2	"01"	3	1	1100	5	1
2	"35"	2	1	51000	6	"11"	1	4	2	2	"03"	1	2	9999999.99	6	2
2	"10"	9	4	55000	8	"01"	1	3	1	2	"04"	3	2	1600	7	1
1	"13"	9	2	36000	9	"06"	2	1	2	2	"01"	3	1	200	7	1
2	"12"	9	1	22000	5	"04"	2	2	2	2	"01"	3	3	300	7	1
1	"59"	2	2	240000	7	"25"	1	3	1	1	"05"	3	3	2900	5	2
2	"59"	2	4	140000	1	"27"	1	2	1	1	"01"	2	3	2300	6	2
2	"10"	9	4	270000	7	"01"	1	1	2	2	"01"	3	1	800	4	1
1	"48"	1	5	125000	5	"23"	1	2	2	2	"01"	3	2	1300	8	1
2	"24"	2	1	24000	8	"07"	2	1	2	2	"06"	3	2	800	8	2
1	"46"	9	1	99999999999	7	"18"	1	1	2	2	"06"	3	1	9999999.99	4	2
2	"46"	9	1	37000	5	"17"	2	2	2	2	"01"	3	2	400	4	1
1	"10"	9	2	99999999999	4	"01"	1	4	1	1	"01"	1	4	9999999.99	4	1
1	"59"	2	4	120000	6	"26"	1	2	2	2	"01"	3	2	1600	2	1
2	"12"	9	2	170000	7	"04"	1	2	2	2	"01"	3	2	600	7	1
2	"59"	2	3	85000	6	"27"	1	2	1	1	"06"	3	2	1200	4	2
1	"11"	9	2	110000	9	"02"	2	2	2	2	"01"	3	2	700	7	1
2	"12"	9	4	100000	9	"03"	1	3	1	1	"01"	3	4	2200	9	1
1	"24"	2	2	90000	3	"07"	1	3	2	1	"06"	2	1	800	4	2
1	"59"	2	1	46000	6	"27"	2	2	2	1	"06"	3	2	400	7	1
1	"47"	9	1	28000	5	"21"	2	2	1	1	"01"	2	2	700	5	1
2	"24"	9	99	99999999999	6	"09"	9	3	2	2	"99"	2	3	9999999.99	5	2
2	"24"	2	1	21000	7	"09"	2	1	2	2	"06"	3	1	500	8	2
1	"47"	9	99	99999999999	99	"20"	9	2	2	2	"03"	2	2	9999999.99	99	2
2	"47"	9	3	210000	8	"20"	1	3	2	2	"01"	3	2	1900	7	1
2	"24"	2	2	140000	7	"09"	1	3	2	2	"01"	3	3	1500	4	1
1	"12"	9	1	24000	7	"04"	2	2	2	2	"06"	3	2	600	7	2
2	"35"	2	2	210000	9	"13"	1	1	2	2	"01"	3	1	500	9	1
1	"35"	2	4	220000	6	"12"	1	2	2	2	"01"	2	1	3100	1	1
2	"46"	9	99	60000	3	"17"	1	2	2	2	"99"	2	2	1200	4	1
2	"13"	9	2	99999999999	6	"06"	9	2	1	1	"99"	3	2	9999999.99	6	2
2	"10"	9	2	40000	2	"01"	1	4	1	1	"99"	1	3	800	2	2
2	"12"	9	1	21000	8	"04"	2	1	2	2	"01"	3	2	1100	9	1
1	"46"	9	2	110000	9	"18"	1	2	2	2	"01"	3	4	1400	9	2
2	"48"	2	2	87500	4	"24"	9	2	2	2	"06"	3	3	9999999.99	9	9
2	"24"	2	1	23000	7	"10"	2	2	2	2	"01"	2	2	400	6	1
2	"24"	2	2	35000	5	"10"	2	2	2	1	"06"	2	2	600	8	2
1	"10"	9	4	150000	9	"01"	9	2	2	2	"99"	3	3	1400	9	2
2	"59"	2	2	49000	9	"25"	1	3	2	2	"03"	3	1	1800	9	2
2	"12"	9	3	99999999999	3	"04"	9	4	1	1	"99"	1	4	9999999.99	4	2
2	"59"	2	99	99999999999	7	"26"	1	2	2	2	"99"	2	2	9999999.99	7	2
1	"24"	2	3	550000	7	"07"	1	1	2	2	"01"	3	1	1400	9	1
2	"95"	9	99	135000	6	"28"	1	2	2	2	"99"	3	2	9999999.99	6	9
1	"10"	9	2	34000	9	"01"	2	2	2	2	"06"	3	2	700	9	2
1	"59"	2	99	130000	6	"27"	1	2	1	2	"04"	3	2	1500	4	2
2	"13"	9	1	24000	9	"06"	2	2	2	2	"01"	3	2	800	4	2
2	"13"	9	3	65000	8	"06"	1	3	2	2	"01"	3	2	800	7	2
1	"24"	2	1	48000	7	"09"	1	3	2	2	"04"	3	3	500	4	2
2	"35"	2	99	13500	5	"16"	9	2	2	2	"06"	1	4	9999999.99	2	2
2	"24"	2	1	9500	7	"09"	2	2	2	2	"06"	3	1	700	5	2
1	"48"	2	2	62500	7	"24"	2	2	2	2	"01"	3	3	400	4	1
2	"12"	9	2	99999999999	7	"03"	1	2	2	2	"01"	3	3	9999999.99	8	9
1	"10"	9	4	82500	5	"01"	1	2	1	1	"04"	2	2	1800	7	1
2	"12"	9	1	21000	7	"04"	2	2	2	2	"06"	3	1	600	9	2
2	"24"	2	1	23000	3	"09"	2	2	2	2	"06"	2	2	400	3	2
1	"35"	9	4	99999999999	5	"16"	9	4	2	2	"01"	2	2	9999999.99	6	2
1	"13"	9	1	40000	3	"06"	1	4	2	2	"06"	2	2	500	1	2
2	"35"	2	3	110000	7	"16"	2	3	2	2	"01"	3	3	1200	8	1
2	"35"	2	5	175000	6	"16"	1	3	2	2	"01"	2	2	1400	6	1
2	"59"	2	3	100000	1	"26"	1	2	1	2	"06"	1	4	1700	7	2
1	"48"	2	2	99999999999	4	"22"	1	1	1	2	"05"	2	4	9999999.99	1	2
2	"12"	9	99	43000	6	"03"	2	1	2	2	"99"	3	2	1600	4	2
2	"47"	9	1	37000	6	"21"	1	1	1	1	"06"	3	1	1200	9	1
1	"48"	2	4	115000	7	"24"	1	2	2	2	"01"	3	2	1700	7	1
1	"46"	9	1	65000	6	"17"	2	4	2	2	"05"	2	1	900	7	2
1	"48"	2	1	23000	1	"23"	2	3	2	2	"06"	1	4	1100	1	2
2	"35"	2	2	99999999999	8	"14"	2	2	2	2	"99"	3	1	9999999.99	9	9
1	"48"	2	2	65000	7	"23"	1	2	2	2	"01"	2	2	600	6	1
1	"24"	2	1	29000	7	"07"	2	1	2	2	"01"	3	1	300	5	1
1	"24"	2	4	165000	9	"08"	1	1	2	2	"03"	3	1	700	9	1
1	"46"	9	2	99999999999	2	"18"	1	4	9	1	"06"	2	9	9999999.99	1	2
1	"46"	9	99	99999999999	9	"18"	1	2	2	2	"01"	3	2	9999999.99	9	2
2	"10"	9	5	110000	6	"01"	1	4	1	2	"01"	3	3	2000	8	1
1	"35"	1	1	99999999999	9	"11"	9	3	2	2	"06"	2	2	9999999.99	9	2
1	"35"	2	99	100000	7	"16"	1	2	2	2	"99"	2	3	1900	7	1
1	"12"	9	5	220000	7	"04"	1	1	2	2	"99"	2	1	900	5	1
2	"47"	9	1	87500	7	"20"	2	1	2	2	"01"	3	1	700	4	1
2	"13"	9	99	90000	9	"06"	1	2	2	1	"06"	3	1	9999999.99	7	9
1	"10"	9	2	67500	4	"01"	2	1	2	2	"99"	3	1	900	5	2
1	"59"	2	2	99999999999	6	"27"	2	1	2	2	"99"	3	1	9999999.99	6	1
2	"48"	2	2	99999999999	6	"22"	1	1	1	2	"99"	3	4	9999999.99	3	2
2	"47"	9	1	18500	9	"19"	2	2	2	2	"05"	3	2	500	9	2
2	"11"	9	1	19500	8	"02"	2	2	2	2	"01"	3	2	200	9	1
2	"24"	2	1	22000	1	"10"	2	2	2	2	"06"	3	2	600	1	2
1	"47"	9	99	99999999999	7	"21"	1	4	2	2	"01"	2	2	9999999.99	4	1
2	"24"	2	99	99999999999	6	"09"	1	2	2	1	"06"	2	2	9999999.99	6	2
1	"24"	2	2	125000	9	"07"	2	1	2	2	"05"	3	1	600	4	1
1	"48"	1	1	80000	3	"22"	1	2	2	2	"05"	3	3	4100	4	1
2	"24"	2	3	97500	7	"10"	1	2	2	2	"01"	3	2	1000	6	1
2	"48"	2	2	175000	6	"24"	1	2	2	2	"01"	3	2	2900	9	1
1	"24"	9	99	99999999999	9	"09"	9	2	2	2	"05"	3	3	9999999.99	1	9
2	"13"	9	1	99999999999	9	"06"	2	2	2	2	"99"	3	3	9999999.99	4	2
2	"10"	9	3	39000	4	"01"	9	4	1	2	"01"	3	4	1500	4	1
2	"12"	9	99	99999999999	6	"03"	1	2	1	2	"06"	1	4	9999999.99	6	2
1	"24"	2	1	23000	2	"10"	2	3	2	2	"06"	1	3	600	2	2
2	"24"	2	1	23000	7	"09"	2	2	2	1	"06"	3	2	500	8	2
2	"46"	9	1	52500	6	"17"	1	3	2	2	"06"	2	3	100	4	2
1	"12"	9	3	95000	6	"03"	1	2	2	2	"01"	2	2	1700	4	1
2	"48"	2	2	190000	7	"23"	1	2	2	2	"06"	2	1	1200	8	2
2	"59"	2	3	62500	7	"26"	1	2	2	2	"01"	3	1	1500	8	2
2	"59"	1	99	67500	5	"26"	1	2	2	2	"06"	3	2	1300	4	2
2	"59"	1	1	12500	8	"25"	2	2	2	2	"06"	3	2	300	8	2
2	"12"	9	1	45000	9	"03"	1	1	2	2	"03"	3	2	1100	7	2
2	"35"	2	2	145000	4	"11"	2	1	2	2	"01"	3	3	2200	4	1
1	"35"	1	5	180000	1	"12"	1	4	1	1	"03"	1	4	1600	4	2
1	"11"	9	2	80000	6	"02"	1	3	2	2	"99"	3	2	2700	6	1
1	"59"	9	99	33000	9	"26"	2	2	2	2	"06"	3	2	900	9	2
2	"12"	9	1	46000	8	"04"	1	1	2	2	"02"	2	1	600	8	1
2	"35"	2	1	18000	5	"16"	2	4	1	1	"05"	3	3	800	1	2
1	"10"	9	2	65000	9	"01"	1	2	2	2	"01"	3	2	300	7	1
1	"48"	2	3	100000	8	"24"	1	2	2	2	"01"	2	4	2500	8	2
2	"59"	2	99	42000	8	"25"	1	2	1	2	"05"	3	1	300	5	2
1	"35"	2	1	27000	4	"15"	1	1	2	2	"05"	3	3	2000	99	2
1	"59"	2	1	70000	4	"27"	1	4	2	2	"06"	1	3	900	3	2
1	"24"	1	2	80000	5	"08"	2	2	2	2	"05"	3	2	1000	4	2
2	"24"	2	1	16000	6	"07"	2	1	2	2	"06"	2	1	400	5	2
2	"13"	9	99	99999999999	7	"06"	1	2	1	9	"99"	1	2	9999999.99	5	2
2	"35"	2	99	99999999999	2	"13"	9	4	1	2	"03"	2	2	9999999.99	1	2
2	"13"	9	1	20000	1	"05"	9	4	2	2	"06"	1	1	300	3	2
1	"59"	2	1	50000	1	"27"	9	2	1	2	"06"	2	4	900	1	2
1	"24"	2	1	99999999999	5	"09"	9	3	2	2	"06"	3	1	9999999.99	5	1
1	"47"	9	3	99999999999	7	"20"	1	2	2	2	"99"	1	2	9999999.99	6	1
1	"11"	9	2	95000	7	"02"	1	3	2	2	"01"	2	2	1000	4	1
2	"35"	2	1	43000	7	"16"	1	2	2	2	"06"	3	2	900	6	2
2	"48"	2	2	100000	4	"22"	1	2	1	1	"02"	2	4	1500	1	2
1	"12"	9	99	99999999999	9	"04"	1	1	2	2	"99"	3	1	9999999.99	9	9
1	"48"	2	2	120000	8	"24"	1	2	2	2	"01"	3	1	1600	5	1
1	"47"	9	2	140000	99	"20"	1	2	2	2	"01"	1	2	700	99	1
2	"35"	2	2	200000	7	"16"	1	2	2	2	"01"	3	3	1200	4	1
2	"46"	9	3	99999999999	5	"17"	1	2	2	2	"06"	3	3	9999999.99	8	2
1	"35"	1	2	87500	7	"15"	1	4	2	2	"01"	2	4	1600	5	1
1	"48"	9	5	72500	4	"24"	1	2	9	9	"03"	1	3	9999999.99	7	2
2	"35"	9	2	99999999999	6	"16"	1	2	2	2	"01"	3	2	9999999.99	8	1
1	"46"	9	1	49000	5	"17"	1	2	2	2	"99"	2	2	9999999.99	6	9
2	"59"	2	1	100000	6	"26"	1	4	2	2	"01"	3	2	1500	9	1
2	"46"	9	1	27000	6	"18"	2	2	2	2	"01"	3	3	200	4	1
2	"24"	1	1	82500	5	"08"	1	4	2	2	"06"	2	2	1000	2	2
2	"48"	2	2	120000	6	"23"	1	1	2	2	"01"	3	2	700	7	1
1	"48"	1	2	110000	6	"22"	1	2	2	2	"03"	2	2	1700	6	1
2	"48"	2	1	52500	6	"22"	1	2	2	2	"05"	3	2	9999999.99	6	2
2	"35"	2	3	99999999999	7	"13"	9	2	2	2	"99"	3	1	9999999.99	4	2
2	"11"	9	2	120000	7	"02"	1	2	2	2	"06"	2	3	1400	6	2
1	"46"	9	1	21000	4	"18"	9	2	2	2	"06"	3	2	600	2	2
2	"10"	9	5	150000	7	"01"	1	2	2	2	"01"	3	1	1500	7	1
1	"24"	2	1	99999999999	5	"07"	2	2	2	2	"05"	3	3	9999999.99	6	2
2	"24"	2	2	60000	9	"09"	2	1	2	2	"01"	3	2	300	8	1
2	"12"	9	1	60000	9	"04"	2	2	2	2	"03"	3	2	1000	8	2
2	"35"	2	3	240000	4	"16"	1	3	2	2	"05"	3	2	1600	5	2
2	"59"	9	99	99999999999	2	"27"	9	2	1	1	"99"	1	2	9999999.99	5	2
1	"24"	2	2	110000	9	"10"	1	1	2	2	"01"	3	1	200	8	1
2	"47"	9	1	99999999999	9	"19"	9	2	2	2	"06"	2	2	9999999.99	8	9
1	"10"	9	2	140000	6	"01"	1	4	1	2	"04"	1	4	1600	5	1
2	"59"	9	99	145000	9	"26"	1	4	2	9	"99"	3	2	2200	4	2
1	"10"	9	1	26000	3	"01"	2	2	2	2	"06"	3	2	700	5	2
2	"95"	9	1	155000	4	"28"	1	3	2	2	"99"	1	4	1600	4	2
2	"59"	2	1	105000	7	"25"	1	2	2	2	"06"	2	2	1100	7	2
1	"48"	1	1	99999999999	1	"22"	9	4	1	2	"06"	2	2	9999999.99	5	9
2	"59"	2	5	240000	7	"26"	1	4	1	2	"01"	3	4	4200	7	1
2	"48"	9	99	50000	2	"23"	2	4	2	1	"99"	1	3	1200	5	1
1	"13"	9	1	16000	4	"06"	2	4	2	2	"06"	1	3	500	4	2
2	"24"	9	4	99999999999	9	"10"	1	2	2	2	"01"	3	2	9999999.99	5	1
2	"24"	2	1	50000	9	"09"	2	1	2	2	"02"	3	1	1000	7	1
1	"35"	2	1	15000	9	"16"	2	1	2	2	"06"	3	1	700	9	2
2	"48"	2	1	26000	2	"24"	1	4	1	1	"06"	1	4	900	1	2
2	"13"	9	2	57500	7	"06"	1	2	1	1	"99"	3	2	800	7	2
2	"10"	9	2	70000	5	"01"	1	2	2	2	"01"	3	2	100	5	1
1	"24"	2	4	110000	6	"10"	1	1	2	2	"02"	2	2	1500	7	1
2	"35"	2	3	105000	7	"13"	1	2	2	2	"01"	3	3	2900	6	1
2	"13"	9	1	25000	7	"05"	2	3	2	2	"05"	3	2	500	6	2
1	"47"	9	2	99999999999	7	"20"	9	1	2	2	"01"	3	2	9999999.99	7	1
1	"24"	2	1	72500	9	"07"	1	2	2	2	"06"	2	3	1000	8	2
2	"35"	2	1	17000	3	"13"	1	4	2	2	"05"	1	1	100	4	2
2	"13"	9	2	165000	4	"06"	1	2	2	2	"99"	3	3	1000	4	1
1	"59"	2	1	15000	8	"27"	2	2	2	2	"01"	3	2	500	8	1
1	"12"	9	2	45000	9	"04"	2	2	2	2	"01"	3	2	500	9	1
1	"47"	9	3	140000	1	"21"	1	2	2	2	"01"	1	3	1200	2	1
2	"35"	2	2	125000	7	"12"	9	2	2	2	"06"	3	2	2000	7	1
2	"13"	9	1	23000	4	"06"	2	4	1	1	"06"	1	1	500	6	2
2	"12"	9	1	22000	8	"04"	2	2	2	2	"03"	3	2	600	8	2
1	"10"	9	2	180000	7	"01"	1	1	2	2	"99"	2	1	2000	6	1
1	"11"	9	2	97500	6	"02"	1	3	2	2	"06"	1	3	600	6	2
1	"24"	2	3	80000	5	"10"	1	2	2	2	"06"	3	1	900	4	1
1	"35"	1	4	99999999999	7	"14"	1	1	2	2	"01"	3	1	9999999.99	7	1
2	"35"	2	99	100000	5	"14"	9	4	1	1	"03"	1	1	1000	5	2
1	"13"	9	1	60000	7	"05"	2	2	2	2	"06"	3	2	800	7	2
1	"11"	9	2	99999999999	6	"02"	1	4	2	2	"06"	1	4	9999999.99	4	2
1	"35"	1	3	240000	7	"12"	1	3	2	2	"01"	3	4	4200	7	2
1	"10"	9	99	99999999999	4	"01"	2	1	2	2	"01"	3	2	9999999.99	9	1
2	"12"	9	99	99999999999	6	"04"	9	2	2	2	"02"	3	3	9999999.99	7	2
1	"10"	9	2	55000	9	"01"	2	4	2	2	"01"	3	4	500	9	1
2	"48"	2	2	62500	8	"24"	2	2	2	2	"01"	3	2	400	8	1
2	"59"	2	1	34000	7	"26"	2	1	2	2	"06"	3	1	1000	4	2
1	"12"	9	99	22000	99	"03"	2	2	2	2	"99"	2	2	1200	99	1
2	"12"	9	2	75000	9	"04"	2	3	2	2	"99"	3	4	500	9	1
2	"35"	2	1	16500	4	"13"	2	4	2	2	"05"	1	2	800	4	2
2	"47"	9	2	155000	8	"21"	1	1	2	2	"02"	3	1	600	8	1
2	"59"	2	2	100000	7	"27"	1	1	2	2	"99"	3	1	700	9	1
2	"35"	9	99	99999999999	4	"14"	9	2	1	2	"06"	2	4	9999999.99	6	2
1	"46"	9	2	99999999999	9	"18"	2	2	2	2	"01"	3	2	9999999.99	8	1
1	"35"	2	3	175000	6	"14"	1	3	2	2	"99"	3	2	2500	4	1
2	"48"	2	2	99999999999	1	"24"	1	4	1	2	"06"	1	2	9999999.99	1	2
2	"47"	9	99	99999999999	5	"20"	1	1	2	2	"99"	3	2	9999999.99	5	2
2	"24"	2	3	45000	8	"10"	1	4	2	2	"06"	3	2	700	5	2
1	"24"	2	1	32000	7	"08"	1	4	2	2	"06"	1	3	1100	7	2
1	"35"	1	3	55000	5	"12"	1	4	1	2	"01"	2	4	200	7	2
1	"10"	9	2	85000	1	"01"	1	4	1	1	"01"	2	4	1900	4	1
2	"48"	1	4	105000	9	"22"	1	1	2	2	"01"	3	1	2900	7	1
1	"35"	1	3	200000	8	"12"	1	2	2	2	"05"	2	2	900	7	1
2	"46"	9	2	80000	8	"18"	1	2	2	2	"01"	1	1	700	8	1
2	"46"	9	1	65000	9	"17"	2	1	2	2	"01"	3	1	400	9	1
2	"35"	2	1	22000	8	"14"	2	4	1	2	"05"	1	3	1800	99	2
2	"59"	2	2	99999999999	7	"27"	2	2	2	2	"01"	3	2	9999999.99	4	2
2	"24"	2	1	14000	3	"09"	2	2	2	2	"06"	1	2	300	4	2
2	"46"	9	1	67500	7	"17"	2	3	2	2	"05"	2	2	1100	4	1
2	"46"	9	1	39000	9	"18"	2	1	2	2	"06"	3	1	600	9	2
2	"46"	9	1	52500	8	"18"	2	2	2	2	"06"	3	2	1100	9	2
1	"47"	9	2	99999999999	7	"19"	1	4	2	2	"99"	2	3	9999999.99	4	2
1	"35"	2	1	16000	4	"16"	2	3	1	2	"06"	3	3	1100	5	1
2	"24"	2	1	43000	9	"10"	2	2	2	2	"04"	3	2	500	8	1
2	"48"	2	2	92500	6	"24"	1	1	2	2	"06"	3	3	2200	6	1
2	"35"	2	1	60000	8	"15"	2	4	1	1	"03"	2	4	1600	7	2
1	"59"	2	2	675000	7	"27"	1	2	2	2	"04"	3	2	2000	7	1
2	"11"	9	99	46000	8	"02"	1	1	2	1	"99"	3	2	800	9	2
2	"35"	2	1	27000	9	"16"	2	4	2	2	"03"	3	2	1400	9	2
2	"46"	9	99	35000	5	"18"	1	3	2	1	"01"	3	2	1100	4	1
1	"11"	9	1	50000	6	"02"	1	1	2	2	"99"	3	1	600	9	2
1	"59"	2	1	46000	8	"26"	1	2	2	2	"06"	1	2	1000	5	2
2	"59"	2	2	180000	9	"27"	1	2	2	2	"01"	3	2	2200	7	1
2	"24"	2	1	37000	6	"09"	1	2	1	2	"01"	3	1	700	2	2
2	"46"	9	2	80000	7	"18"	1	1	2	2	"01"	1	1	2700	8	1
2	"13"	9	3	170000	7	"06"	1	2	2	2	"01"	3	2	1600	7	1
2	"59"	9	3	99999999999	1	"26"	9	2	1	2	"06"	3	1	9999999.99	1	2
2	"13"	9	2	36000	9	"06"	2	4	2	2	"06"	3	4	700	9	2
1	"59"	1	2	130000	4	"25"	1	3	2	2	"01"	2	4	900	4	1
1	"24"	2	2	75000	8	"09"	2	2	2	2	"02"	3	2	400	8	1
2	"12"	9	1	10000	7	"03"	2	2	2	2	"06"	1	4	900	1	2
2	"35"	2	2	14000	3	"14"	9	1	2	2	"06"	3	1	900	5	2
2	"24"	9	2	99999999999	6	"10"	9	4	2	2	"06"	2	1	9999999.99	5	2
2	"48"	2	2	160000	4	"24"	1	2	2	2	"06"	2	3	900	4	2
2	"59"	2	99	80000	6	"26"	1	4	1	1	"03"	1	2	1400	6	2
1	"46"	9	2	62500	9	"17"	2	2	2	2	"01"	3	2	500	7	1
2	"12"	9	1	70000	9	"04"	2	1	2	2	"03"	3	1	1300	9	2
1	"24"	2	2	130000	7	"07"	1	3	2	2	"01"	2	1	600	5	1
2	"48"	2	5	150000	7	"24"	1	2	2	2	"01"	2	3	2100	5	1
1	"12"	9	99	99999999999	5	"03"	1	4	2	2	"99"	2	4	9999999.99	4	2
2	"47"	9	1	18500	4	"20"	9	2	2	2	"06"	2	4	800	4	2
2	"24"	2	2	90000	7	"09"	2	3	2	2	"05"	3	3	1500	8	2
2	"13"	9	99	90000	6	"06"	1	2	2	2	"99"	3	2	1000	6	1
2	"59"	9	3	99999999999	5	"26"	1	4	2	2	"06"	3	3	9999999.99	6	1
1	"12"	9	1	17500	1	"04"	9	3	9	1	"01"	2	2	300	9	1
2	"13"	9	2	95000	7	"05"	1	9	2	2	"02"	3	9	1300	6	1
2	"95"	9	2	340000	8	"28"	1	2	2	2	"99"	2	2	1900	6	2
2	"48"	2	2	90000	6	"23"	1	2	2	2	"06"	1	2	1900	6	1
2	"24"	2	1	16000	4	"10"	2	2	1	2	"06"	1	2	300	2	2
1	"35"	2	1	25000	9	"16"	2	2	2	2	"06"	3	2	900	7	2
2	"24"	2	1	42000	6	"10"	1	1	2	2	"01"	3	2	1100	7	1
2	"46"	9	3	145000	6	"17"	1	2	2	2	"01"	3	1	2100	6	1
2	"47"	9	2	99999999999	6	"21"	1	1	2	2	"01"	3	1	9999999.99	7	1
1	"46"	9	1	28000	1	"18"	2	1	2	2	"01"	1	1	1500	1	1
2	"59"	2	99	100000	6	"27"	1	2	1	1	"03"	2	4	9999999.99	5	9
1	"47"	9	3	170000	7	"21"	1	2	2	2	"01"	3	2	1100	7	1
2	"24"	2	4	175000	8	"10"	1	1	2	2	"01"	3	1	400	7	1
1	"12"	9	2	77500	6	"04"	2	1	2	2	"01"	3	1	700	9	1
2	"24"	2	1	10000	5	"08"	2	2	2	2	"05"	2	2	300	4	2
2	"24"	2	1	37000	7	"09"	2	4	2	2	"05"	2	2	1600	7	2
2	"35"	2	2	47500	3	"13"	1	1	2	2	"01"	2	1	2100	2	1
2	"59"	2	1	26000	9	"27"	2	1	2	2	"06"	3	1	1400	9	2
2	"24"	2	1	37000	6	"08"	1	2	2	2	"06"	3	9	1000	6	2
2	"95"	9	4	270000	9	"28"	1	2	2	2	"99"	3	1	3200	9	1
1	"35"	2	1	29000	9	"11"	2	2	2	2	"05"	3	2	9999999.99	9	2
1	"59"	2	2	150000	5	"27"	1	2	2	2	"01"	3	3	500	9	1
1	"59"	2	3	99999999999	6	"26"	9	2	1	1	"99"	2	2	9999999.99	6	2
2	"13"	9	99	55000	6	"06"	2	1	2	2	"06"	3	9	1800	7	2
1	"95"	9	5	99999999999	7	"28"	1	1	2	2	"99"	3	3	9999999.99	6	1
1	"59"	2	2	38000	6	"25"	2	2	2	2	"05"	3	2	1000	6	1
2	"95"	9	5	230000	9	"28"	1	2	2	2	"99"	3	3	2400	7	1
1	"13"	9	99	130000	9	"06"	1	2	2	2	"01"	3	2	1600	9	1
1	"13"	9	1	99999999999	5	"05"	9	2	2	2	"06"	3	2	9999999.99	5	2
2	"13"	9	1	99999999999	9	"05"	9	1	2	2	"99"	3	1	9999999.99	9	2
2	"11"	9	1	27000	9	"02"	2	1	2	2	"01"	3	2	700	9	1
2	"46"	9	1	26000	6	"18"	2	2	2	2	"01"	3	2	300	6	2
2	"24"	2	1	55000	6	"09"	2	2	2	2	"06"	3	4	2300	7	2
1	"48"	2	2	125000	7	"24"	1	3	2	2	"01"	2	3	600	7	1
1	"59"	2	2	110000	4	"27"	1	4	2	2	"01"	3	2	500	7	2
2	"35"	2	2	85000	1	"11"	2	1	2	2	"05"	3	1	1400	7	2
1	"46"	9	1	43000	1	"18"	1	2	1	2	"06"	2	2	700	1	2
2	"35"	2	2	40000	9	"16"	2	2	2	2	"01"	3	2	900	9	2
1	"48"	2	99	170000	7	"24"	1	2	2	2	"01"	3	3	600	7	1
1	"48"	2	2	99999999999	9	"22"	1	1	2	2	"02"	3	1	9999999.99	9	9
1	"13"	9	2	55000	2	"05"	9	2	1	1	"06"	3	4	1200	4	2
2	"12"	9	1	20000	7	"04"	2	2	2	2	"01"	3	1	600	99	2
2	"24"	9	2	47000	9	"10"	2	1	2	2	"06"	3	1	800	9	2
2	"24"	2	1	46000	7	"10"	2	2	2	2	"06"	3	1	500	7	2
2	"35"	2	1	28000	9	"12"	2	1	1	1	"03"	3	1	1200	9	2
2	"59"	2	2	46000	7	"27"	2	1	2	2	"03"	3	1	1100	8	2
1	"10"	9	1	46000	3	"01"	1	2	1	1	"04"	3	4	1400	4	2
2	"35"	2	2	65000	9	"15"	1	2	2	2	"05"	3	2	1300	9	2
1	"13"	9	1	11000	1	"06"	2	4	1	2	"06"	1	2	600	4	2
1	"35"	2	1	30000	4	"15"	2	2	2	2	"01"	2	2	500	1	1
2	"11"	9	1	24000	9	"02"	2	2	2	2	"02"	3	1	900	9	2
2	"35"	2	1	87500	8	"11"	1	2	2	2	"06"	3	1	1100	4	2
2	"47"	9	1	22000	3	"21"	2	2	2	2	"05"	2	2	600	7	2
1	"46"	9	2	70000	9	"18"	2	2	2	2	"99"	3	2	2500	9	2
1	"48"	2	3	135000	6	"24"	1	4	2	2	"06"	2	2	900	5	2
2	"47"	9	99	99999999999	1	"20"	9	1	2	1	"06"	3	1	9999999.99	4	2
2	"24"	2	2	85000	3	"08"	1	2	2	2	"06"	3	1	600	3	2
2	"48"	1	1	82500	4	"22"	1	3	2	2	"06"	1	3	1200	4	1
1	"12"	9	99	99999999999	4	"03"	2	2	1	1	"99"	2	4	9999999.99	4	2
2	"24"	2	1	22000	9	"09"	2	1	2	2	"06"	3	2	400	9	2
2	"24"	2	1	29000	7	"07"	2	4	2	2	"05"	3	2	600	9	1
1	"47"	9	2	99999999999	3	"20"	9	2	1	2	"99"	3	4	9999999.99	6	1
2	"48"	2	2	92500	7	"24"	1	2	2	2	"01"	2	2	600	5	1
2	"11"	9	2	38000	9	"02"	2	1	2	2	"03"	3	1	1100	7	2
