PRSPGNDR	PPROV	PVISMIN	PHHSIZE	PHHTTINC	PLIS_05	PGEOGR	PEMPL	PDWS_10I	PEHA_05A	PEHA_05B	PDWLTYPE	PDWS_05	PDWS_10C	PDV_SHCO	PCOS_05	PDCT_05
2	"48"	2	2	43000	8	"24"	2	2	2	2	"02"	3	3	400	7	1
2	"13"	9	3	72500	9	"06"	1	3	2	2	"99"	3	2	500	9	2
1	"13"	9	2	65000	8	"05"	1	1	2	2	"06"	3	2	700	7	1
1	"46"	9	1	44000	1	"18"	1	4	2	2	"99"	1	4	1200	9	2
2	"59"	1	3	57500	2	"25"	1	3	2	2	"05"	1	3	2800	3	1
2	"12"	9	1	99999999999	6	"04"	9	3	1	2	"99"	3	2	9999999.99	4	2
2	"10"	9	1	24000	8	"01"	2	1	2	2	"06"	3	2	700	7	2
1	"47"	9	2	150000	6	"20"	1	3	2	2	"01"	3	3	1800	4	1
1	"13"	9	1	24000	7	"06"	1	2	2	2	"06"	3	2	500	7	2
1	"10"	9	3	99999999999	5	"01"	1	4	1	1	"01"	1	4	9999999.99	5	1
2	"95"	9	4	130000	1	"28"	1	4	2	2	"99"	1	3	1800	3	2
2	"13"	9	1	24000	9	"06"	2	2	2	2	"01"	3	2	500	9	1
1	"13"	9	99	70000	2	"05"	9	2	2	2	"01"	1	3	400	9	1
1	"24"	2	2	105000	6	"09"	1	2	2	2	"04"	3	2	800	7	1
1	"95"	9	2	135000	8	"28"	1	2	2	2	"99"	1	2	500	8	1
1	"59"	1	5	150000	9	"25"	1	2	2	2	"04"	3	2	1600	9	2
1	"13"	9	2	40000	9	"06"	2	2	2	2	"02"	3	2	700	9	2
1	"35"	9	99	165000	7	"13"	1	2	1	2	"99"	2	2	1200	6	2
1	"46"	9	5	99999999999	7	"18"	1	2	2	2	"06"	3	2	9999999.99	6	1
1	"48"	2	99	130000	7	"24"	1	2	2	2	"99"	3	2	600	7	1
2	"59"	1	3	60000	9	"25"	1	2	1	2	"06"	2	3	1200	9	1
2	"12"	9	2	190000	8	"03"	1	2	2	2	"01"	3	2	900	8	1
2	"24"	2	2	92500	8	"07"	1	2	2	2	"06"	3	3	1500	8	2
1	"35"	1	4	115000	7	"12"	1	2	1	1	"05"	3	2	1100	9	2
1	"24"	2	4	145000	9	"10"	1	2	2	2	"01"	3	2	1200	9	1
1	"35"	9	3	99999999999	7	"13"	1	2	2	2	"01"	3	2	9999999.99	6	1
2	"35"	2	1	15000	6	"16"	9	1	1	1	"06"	3	1	9999999.99	5	2
1	"35"	2	4	99999999999	7	"16"	9	4	2	2	"01"	1	4	9999999.99	7	2
2	"10"	9	2	82500	6	"01"	1	2	2	2	"01"	3	1	1100	7	1
1	"13"	9	1	25000	9	"05"	2	1	2	2	"06"	3	2	1300	9	2
2	"59"	2	1	87500	6	"25"	2	1	2	2	"05"	3	1	3000	7	1
1	"13"	9	2	52500	7	"06"	2	2	2	2	"01"	3	2	500	7	1
2	"13"	9	99	33000	8	"05"	2	3	2	2	"99"	3	3	800	9	2
2	"46"	9	1	60000	9	"18"	2	2	2	2	"01"	3	2	9999999.99	7	9
1	"35"	1	4	50000	5	"15"	1	3	2	2	"03"	2	2	1400	5	2
2	"35"	2	2	87500	8	"16"	2	1	2	2	"01"	3	1	800	8	1
2	"10"	9	2	85000	7	"01"	1	1	2	2	"99"	3	2	9999999.99	6	9
1	"48"	2	1	390000	7	"22"	1	2	2	2	"02"	3	2	1100	4	1
1	"47"	9	2	55000	9	"21"	2	2	2	2	"01"	3	2	600	9	1
2	"13"	9	1	23000	9	"05"	2	2	2	2	"99"	3	2	600	8	1
2	"24"	9	99	72500	6	"10"	1	2	2	2	"06"	3	4	900	6	2
2	"24"	2	1	23000	7	"10"	2	2	2	2	"06"	3	2	0	7	2
2	"59"	2	1	43000	3	"27"	1	3	2	2	"06"	1	2	900	3	2
1	"24"	2	1	55000	6	"10"	1	1	2	2	"06"	3	2	600	6	2
2	"59"	9	3	130000	1	"26"	1	2	2	1	"06"	1	3	1600	2	2
1	"35"	2	3	115000	8	"16"	9	1	2	2	"99"	3	1	9999999.99	9	9
1	"12"	9	99	125000	6	"04"	1	2	1	1	"01"	3	2	1700	8	1
1	"13"	9	99	99999999999	2	"06"	9	4	2	2	"99"	1	3	9999999.99	1	2
2	"24"	2	1	57500	1	"10"	1	1	2	2	"01"	1	1	1100	1	1
2	"12"	9	1	48000	7	"04"	1	2	2	2	"01"	3	1	300	9	1
2	"11"	9	99	99999999999	7	"02"	9	2	2	2	"06"	2	4	9999999.99	7	2
2	"35"	2	4	250000	8	"14"	1	2	2	2	"01"	3	2	600	8	1
2	"59"	2	2	220000	9	"26"	9	1	2	2	"99"	3	1	1000	9	1
1	"35"	2	4	67500	2	"11"	1	3	1	1	"02"	3	1	1900	4	1
2	"11"	9	99	99999999999	3	"02"	1	4	1	2	"99"	2	3	9999999.99	4	2
1	"48"	2	2	62500	6	"22"	1	1	1	2	"05"	3	2	1400	8	1
1	"59"	2	1	55000	4	"27"	1	3	2	2	"06"	1	4	700	5	2
2	"48"	9	2	99999999999	6	"24"	9	2	2	2	"06"	2	3	9999999.99	4	2
1	"35"	1	3	82500	9	"12"	1	3	1	2	"05"	2	4	1600	4	2
1	"24"	2	1	49000	7	"10"	1	2	2	2	"04"	2	2	500	6	2
1	"10"	9	2	80000	9	"01"	2	2	2	2	"01"	3	2	600	7	1
1	"11"	9	2	70000	7	"02"	2	1	2	2	"99"	3	1	600	7	1
1	"13"	9	3	140000	5	"05"	9	2	2	2	"99"	3	2	2100	7	1
1	"13"	9	3	99999999999	7	"05"	1	2	2	2	"99"	3	2	9999999.99	6	1
2	"48"	9	1	28000	5	"24"	2	2	2	2	"06"	2	1	600	4	2
1	"35"	1	2	145000	7	"12"	1	3	2	2	"01"	3	2	3400	5	1
2	"59"	2	1	23000	6	"25"	2	2	2	2	"06"	3	2	600	7	2
1	"46"	9	99	99999999999	8	"18"	1	2	2	2	"99"	2	1	9999999.99	6	1
2	"24"	2	1	90000	9	"07"	2	2	2	2	"05"	3	1	1100	6	2
1	"48"	2	4	75000	6	"23"	1	4	1	2	"03"	1	4	1900	6	2
1	"24"	2	2	65000	9	"10"	2	2	2	2	"06"	3	9	200	9	1
2	"11"	9	3	175000	6	"02"	1	4	2	2	"01"	1	4	2400	6	2
1	"59"	2	2	40000	7	"26"	2	2	2	2	"04"	3	2	500	6	1
2	"35"	2	4	210000	9	"16"	1	1	2	2	"01"	3	1	2300	9	1
2	"35"	2	4	180000	7	"15"	1	3	2	2	"01"	2	2	600	4	1
2	"13"	9	4	175000	7	"05"	1	2	2	2	"99"	3	2	600	5	1
2	"24"	2	3	200000	7	"07"	1	2	2	2	"01"	3	2	1400	6	1
1	"10"	9	99	48000	8	"01"	1	4	2	2	"99"	2	3	700	9	1
2	"35"	1	4	80000	8	"12"	1	3	2	2	"06"	2	2	1300	8	2
2	"24"	2	1	24000	7	"08"	2	4	2	2	"05"	2	2	700	7	2
2	"46"	9	2	57500	8	"18"	2	2	2	2	"01"	3	1	1100	8	1
2	"48"	2	5	24000	5	"24"	9	3	2	2	"01"	3	3	2100	5	1
1	"35"	2	1	44000	6	"12"	1	1	2	2	"06"	3	1	700	7	2
2	"46"	9	3	99999999999	4	"17"	9	1	2	2	"01"	3	3	9999999.99	8	1
2	"59"	9	2	80000	8	"26"	1	2	1	1	"04"	3	1	1400	8	2
1	"35"	9	99	99999999999	6	"14"	2	1	2	2	"99"	3	1	9999999.99	8	2
2	"48"	2	99	40000	8	"24"	1	2	2	2	"99"	3	2	700	8	2
1	"35"	1	4	87500	7	"15"	1	4	2	2	"01"	3	2	600	4	1
2	"47"	9	99	99999999999	9	"20"	1	3	2	2	"99"	2	2	9999999.99	7	1
2	"35"	2	1	17500	7	"16"	2	2	2	2	"01"	3	2	400	8	2
2	"35"	2	1	97500	6	"15"	1	1	2	2	"01"	3	2	1700	9	1
1	"10"	9	99	99999999999	7	"01"	1	2	2	2	"01"	2	1	9999999.99	3	1
1	"13"	9	2	47000	9	"05"	1	1	2	2	"01"	3	2	300	5	1
2	"24"	2	1	39000	4	"10"	2	1	2	9	"06"	3	9	500	2	2
1	"46"	9	99	105000	5	"17"	1	2	1	2	"05"	2	2	1500	5	2
1	"48"	2	3	125000	5	"24"	1	4	2	2	"01"	1	4	2800	2	1
2	"47"	9	2	45000	9	"21"	2	2	2	2	"06"	3	1	600	9	1
2	"24"	2	1	115000	7	"10"	1	3	2	2	"02"	3	2	100	7	2
2	"48"	2	1	92500	7	"23"	1	1	2	2	"01"	3	1	500	6	1
2	"48"	1	2	72500	8	"23"	1	2	1	2	"06"	3	3	1000	9	2
2	"35"	1	3	80000	6	"11"	1	4	2	2	"05"	1	2	1400	5	2
2	"35"	2	1	29000	5	"14"	2	2	2	2	"05"	2	4	1000	5	2
2	"48"	2	1	90000	7	"22"	2	4	2	2	"06"	3	1	800	7	1
2	"59"	2	4	185000	4	"26"	1	3	2	2	"01"	3	1	1900	4	1
1	"48"	2	2	70000	9	"24"	2	1	2	2	"01"	3	1	5000	8	1
1	"12"	9	4	270000	7	"03"	1	2	2	1	"01"	3	2	1000	6	1
2	"46"	9	1	99999999999	6	"18"	2	1	2	2	"01"	3	2	9999999.99	3	1
2	"10"	9	99	99999999999	7	"01"	2	2	2	2	"01"	2	3	9999999.99	8	1
2	"35"	2	2	120000	4	"12"	1	2	2	2	"05"	1	4	2200	1	2
1	"12"	9	2	125000	8	"04"	1	1	2	2	"01"	3	2	1800	8	1
1	"24"	2	3	155000	8	"10"	1	1	2	2	"06"	3	1	1400	7	1
2	"59"	9	1	99999999999	6	"27"	2	2	1	2	"06"	2	2	9999999.99	7	2
2	"59"	2	1	26000	5	"26"	2	2	1	2	"01"	3	2	800	8	1
2	"46"	9	2	105000	7	"18"	1	2	2	2	"01"	3	3	2300	4	1
1	"59"	2	1	30000	7	"27"	2	2	2	2	"06"	3	1	800	7	1
1	"47"	9	2	135000	8	"20"	1	1	2	2	"01"	3	3	2500	8	1
1	"46"	9	3	75000	5	"17"	1	4	1	1	"06"	2	4	1100	4	2
2	"24"	2	2	99999999999	8	"10"	1	2	2	2	"99"	3	2	9999999.99	8	9
2	"24"	2	3	95000	4	"08"	1	4	1	1	"06"	1	4	700	4	2
2	"59"	1	3	120000	7	"26"	1	2	2	2	"06"	2	2	1300	7	2
1	"47"	9	2	57500	8	"21"	2	1	2	2	"01"	3	1	500	8	1
2	"11"	9	1	34000	7	"02"	2	1	2	2	"06"	3	1	900	7	2
1	"48"	1	3	145000	5	"23"	1	2	2	2	"01"	2	2	1500	5	1
1	"24"	2	1	62500	7	"08"	2	2	2	2	"01"	3	2	1100	7	1
1	"10"	9	2	43000	7	"01"	2	2	2	2	"01"	3	2	300	7	1
1	"46"	9	99	115000	7	"18"	1	2	2	2	"01"	3	2	600	7	1
2	"35"	2	3	145000	7	"16"	1	1	2	2	"01"	3	2	2100	7	1
1	"24"	9	3	57500	6	"07"	9	2	2	2	"01"	3	1	300	6	1
2	"47"	9	1	75000	9	"21"	1	2	2	2	"01"	3	1	300	9	1
1	"46"	9	2	87500	7	"18"	1	2	2	2	"01"	3	1	1600	7	1
1	"24"	2	1	80000	8	"10"	1	1	2	2	"01"	3	1	1500	8	1
2	"47"	9	2	190000	7	"20"	1	2	2	2	"04"	3	2	2300	6	1
1	"24"	2	1	15500	5	"09"	2	3	1	1	"06"	2	2	500	7	2
2	"12"	9	3	99999999999	4	"04"	9	1	2	2	"99"	3	1	9999999.99	3	2
2	"35"	9	1	35000	6	"13"	2	2	2	2	"05"	3	3	800	6	2
2	"59"	2	1	25000	9	"27"	2	2	2	2	"06"	3	2	500	7	1
1	"46"	9	1	45000	7	"18"	2	2	2	2	"06"	2	2	700	5	2
2	"12"	9	1	120000	9	"03"	1	1	2	2	"99"	3	1	500	9	1
1	"35"	2	2	80000	9	"16"	2	2	2	2	"01"	3	2	300	9	1
2	"24"	2	1	36000	9	"09"	9	3	2	2	"04"	3	2	1000	7	2
2	"24"	2	3	150000	8	"10"	1	1	2	2	"01"	3	2	400	7	1
1	"59"	1	4	155000	1	"27"	1	4	2	2	"01"	2	2	2200	1	1
2	"95"	9	99	99999999999	4	"28"	1	2	1	1	"99"	1	3	9999999.99	4	2
1	"24"	2	1	43000	6	"09"	2	2	2	2	"06"	2	2	600	6	2
1	"35"	2	3	26000	1	"16"	1	4	1	1	"01"	1	4	900	1	1
2	"48"	2	99	45000	5	"22"	9	2	1	2	"02"	3	1	500	9	2
1	"59"	2	99	47000	5	"26"	1	1	2	2	"06"	3	4	1000	6	2
1	"13"	9	1	99999999999	9	"05"	9	1	2	2	"03"	3	1	9999999.99	9	2
1	"35"	2	1	24000	8	"12"	2	2	2	2	"05"	3	2	600	8	2
2	"35"	2	4	220000	5	"12"	1	2	2	2	"01"	3	2	700	6	1
2	"48"	2	1	43000	8	"24"	1	4	2	2	"02"	3	4	1500	6	1
1	"59"	2	2	60000	7	"27"	1	2	2	2	"01"	1	4	100	7	1
2	"11"	9	1	60000	8	"02"	2	1	2	2	"01"	3	1	300	8	1
1	"35"	2	2	23000	7	"15"	1	2	1	1	"05"	3	3	1400	4	2
1	"48"	2	1	75000	6	"24"	1	2	2	2	"03"	2	3	1200	5	2
2	"59"	2	1	11500	4	"26"	2	4	2	2	"06"	1	3	800	4	2
2	"12"	9	4	60000	7	"04"	1	3	2	2	"99"	3	2	700	7	1
2	"11"	9	3	155000	5	"02"	1	2	2	2	"01"	2	2	1700	7	1
2	"35"	1	2	90000	7	"15"	1	9	2	2	"01"	3	9	2600	5	1
1	"24"	2	3	120000	7	"10"	1	2	2	2	"06"	3	2	700	5	2
2	"10"	9	1	33000	5	"01"	2	2	2	2	"01"	3	2	1200	8	1
1	"11"	9	2	105000	9	"02"	1	3	2	2	"01"	3	2	400	7	1
2	"46"	9	4	75000	9	"17"	1	2	2	2	"01"	3	3	2700	6	2
1	"12"	9	2	87500	8	"03"	1	2	2	2	"06"	3	4	1700	8	2
2	"24"	2	1	24000	8	"10"	2	2	2	2	"06"	3	1	400	8	2
2	"11"	9	1	35000	8	"02"	9	2	2	2	"06"	3	1	9999999.99	8	9
1	"35"	2	1	15000	4	"16"	2	1	2	2	"01"	3	1	800	1	2
2	"12"	9	99	99999999999	3	"04"	2	4	1	1	"01"	2	3	9999999.99	1	1
1	"10"	9	3	185000	9	"01"	1	1	2	2	"01"	3	1	1800	7	1
1	"48"	2	2	115000	8	"24"	1	2	2	2	"01"	2	2	500	7	1
2	"48"	1	3	115000	9	"23"	1	2	2	2	"03"	3	3	1700	9	1
2	"10"	9	2	37000	9	"01"	2	1	2	2	"01"	3	1	700	9	2
2	"10"	9	99	99999999999	9	"01"	1	4	2	2	"01"	1	2	9999999.99	9	9
2	"35"	2	1	16500	1	"16"	1	4	1	1	"06"	1	3	900	2	2
2	"46"	9	2	150000	2	"18"	1	2	2	2	"99"	3	1	1500	6	1
1	"35"	2	1	62500	6	"12"	2	2	2	2	"06"	3	2	2100	6	2
2	"11"	9	5	120000	8	"02"	1	1	2	2	"01"	3	1	1300	8	1
1	"13"	9	2	99999999999	4	"06"	9	3	2	2	"99"	3	3	9999999.99	4	1
2	"13"	9	2	35000	7	"06"	2	2	1	1	"01"	3	2	800	7	1
1	"13"	9	1	57500	7	"06"	1	3	2	2	"01"	2	3	600	6	1
2	"10"	9	1	46000	7	"01"	9	2	2	2	"06"	3	2	700	4	2
2	"48"	2	3	60000	4	"24"	9	2	2	2	"02"	3	2	1200	7	2
2	"24"	2	1	21000	9	"10"	1	2	2	2	"06"	3	2	600	9	2
2	"13"	9	99	99999999999	4	"06"	9	4	2	1	"99"	3	4	9999999.99	7	2
2	"47"	9	1	32000	7	"19"	2	3	2	2	"05"	3	1	700	7	2
2	"12"	9	1	23000	9	"04"	2	2	2	2	"06"	3	2	500	6	2
1	"24"	2	2	92500	9	"09"	2	2	2	2	"01"	3	2	400	9	1
1	"48"	2	5	87500	3	"24"	9	1	1	1	"99"	3	4	2900	7	1
1	"59"	2	2	100000	9	"25"	2	1	2	2	"01"	3	1	600	9	1
2	"10"	9	1	99999999999	6	"01"	9	3	2	1	"01"	3	3	9999999.99	4	1
2	"13"	9	2	49000	6	"05"	1	4	1	1	"06"	1	4	1000	7	2
1	"35"	2	4	145000	8	"14"	1	3	2	2	"01"	3	3	2900	9	1
2	"12"	9	2	67500	6	"04"	1	3	2	2	"99"	2	2	1000	6	1
2	"24"	2	1	21000	9	"07"	2	1	2	2	"06"	3	1	500	9	2
2	"35"	2	2	77500	1	"11"	1	2	1	1	"05"	2	3	1500	1	2
1	"12"	9	1	62500	7	"03"	2	2	2	2	"06"	2	3	1700	4	2
1	"24"	2	1	27000	9	"09"	2	1	2	2	"06"	3	1	600	9	2
1	"35"	2	99	99999999999	7	"14"	1	1	2	2	"05"	3	2	9999999.99	5	9
2	"10"	9	1	62500	9	"01"	2	1	2	2	"06"	2	1	700	6	2
2	"95"	9	1	99999999999	7	"28"	1	1	2	2	"99"	3	4	9999999.99	3	9
1	"35"	2	2	85000	8	"16"	1	2	2	2	"06"	3	2	700	7	2
1	"12"	9	4	240000	5	"04"	1	2	2	2	"01"	1	1	900	3	1
2	"24"	1	3	310000	9	"08"	1	1	2	2	"01"	3	1	600	9	1
2	"12"	9	1	55000	8	"03"	1	3	2	2	"06"	2	4	1100	5	2
1	"13"	9	4	99999999999	8	"05"	1	3	2	2	"03"	1	2	9999999.99	6	2
2	"48"	2	3	600000	7	"24"	1	2	2	2	"01"	3	2	5000	6	1
2	"12"	9	1	41000	8	"03"	1	1	2	2	"06"	3	1	1100	9	2
1	"10"	9	1	60000	7	"01"	1	1	2	2	"03"	3	1	1100	9	1
1	"10"	9	1	99999999999	4	"01"	1	2	2	2	"01"	2	2	9999999.99	1	1
1	"35"	2	4	145000	6	"14"	1	2	2	2	"01"	3	3	4200	5	1
2	"10"	9	1	42000	4	"01"	2	2	2	2	"03"	3	2	900	2	1
1	"59"	1	5	240000	3	"26"	1	1	2	2	"04"	3	2	4000	3	1
2	"35"	1	2	120000	6	"11"	1	1	2	2	"03"	2	3	300	4	1
2	"59"	1	2	230000	6	"25"	1	2	2	2	"05"	2	4	2200	1	1
2	"35"	2	3	47000	8	"16"	1	4	2	2	"03"	3	3	1200	7	2
2	"12"	9	2	120000	8	"04"	1	1	2	2	"01"	3	1	1100	7	1
2	"12"	9	2	99999999999	6	"04"	1	2	2	1	"99"	1	1	9999999.99	3	1
1	"11"	9	2	62500	9	"02"	2	1	2	2	"06"	3	1	800	9	2
2	"48"	2	2	90000	5	"24"	1	2	2	2	"01"	1	2	5100	7	1
2	"13"	9	1	43000	9	"05"	1	2	2	2	"06"	3	1	400	9	1
1	"35"	9	2	115000	4	"16"	2	2	2	2	"01"	2	2	600	3	1
1	"12"	9	2	155000	7	"04"	1	2	2	2	"01"	3	2	300	2	2
2	"13"	9	99	99999999999	4	"06"	9	3	2	2	"01"	2	2	9999999.99	2	9
2	"48"	9	4	120000	7	"24"	1	1	2	2	"01"	3	1	1200	4	1
2	"48"	2	99	99999999999	4	"23"	9	3	1	2	"06"	3	2	9999999.99	1	2
2	"24"	2	2	72500	7	"07"	9	1	2	2	"99"	3	1	2200	9	1
1	"35"	2	3	40000	6	"16"	2	2	1	1	"99"	2	2	9999999.99	6	9
1	"12"	9	1	27000	9	"04"	2	2	2	2	"01"	3	2	400	9	1
2	"35"	1	1	27000	4	"12"	2	1	2	1	"05"	3	2	200	4	2
2	"24"	9	2	29000	8	"09"	2	2	2	2	"06"	3	2	300	7	2
2	"48"	2	2	55000	6	"23"	2	2	2	2	"06"	3	4	9999999.99	7	2
1	"59"	2	1	18500	4	"27"	2	2	2	2	"03"	3	2	300	8	2
2	"24"	2	99	6000	7	"10"	1	3	2	2	"01"	3	2	9999999.99	8	9
1	"12"	9	2	4200	3	"04"	2	3	2	2	"01"	2	2	300	6	1
2	"13"	9	1	22000	6	"06"	2	4	1	2	"06"	2	3	700	6	2
1	"11"	9	4	220000	8	"02"	1	2	2	2	"01"	3	2	1600	8	1
1	"59"	2	1	62500	8	"27"	2	1	2	2	"01"	3	1	600	8	1
1	"35"	1	3	99999999999	6	"13"	1	2	2	2	"05"	3	2	9999999.99	6	2
2	"48"	2	1	29000	4	"24"	2	2	2	2	"06"	1	3	700	9	2
2	"59"	2	1	25000	1	"27"	2	3	2	1	"06"	3	1	600	4	2
1	"24"	2	1	28000	8	"07"	2	2	2	2	"01"	3	1	500	8	1
1	"48"	9	2	36000	6	"23"	2	2	1	2	"05"	3	2	1000	6	2
1	"24"	2	1	21000	7	"07"	2	2	1	2	"06"	3	2	500	9	2
1	"35"	2	1	145000	6	"14"	1	2	2	2	"05"	2	4	2000	2	2
2	"47"	9	99	99999999999	2	"21"	9	2	1	1	"99"	2	2	9999999.99	4	9
2	"59"	1	2	21000	5	"25"	2	3	2	2	"05"	2	2	900	6	2
2	"13"	9	1	37000	5	"05"	1	4	9	1	"05"	3	3	1000	4	2
2	"47"	9	4	95000	7	"19"	1	2	2	2	"01"	3	2	1900	7	1
2	"24"	2	2	135000	9	"09"	1	1	2	2	"06"	3	1	1200	4	1
2	"11"	9	2	120000	9	"02"	1	1	2	2	"01"	3	2	1500	9	1
2	"24"	1	3	100000	9	"08"	1	4	2	1	"06"	3	2	700	9	2
2	"24"	2	2	27000	6	"10"	2	4	2	2	"06"	2	3	500	7	2
1	"48"	2	2	100000	7	"22"	1	2	2	2	"01"	3	3	2700	6	1
2	"12"	9	99	40000	7	"04"	9	2	1	1	"99"	3	2	9999999.99	1	9
2	"35"	1	2	80000	8	"12"	1	2	2	2	"05"	3	2	1000	9	2
1	"24"	2	1	39000	9	"09"	2	1	2	2	"06"	3	2	600	8	2
2	"24"	2	2	41000	7	"07"	1	2	1	1	"99"	3	2	800	6	2
2	"24"	2	2	110000	6	"08"	1	3	2	2	"03"	2	2	900	4	2
1	"46"	9	2	110000	9	"18"	2	2	2	2	"01"	3	1	400	9	1
2	"47"	9	1	33000	4	"21"	2	3	2	2	"99"	3	2	600	8	1
1	"24"	2	1	16500	4	"10"	2	2	2	2	"06"	2	4	300	6	2
2	"48"	9	1	65000	7	"23"	9	2	2	2	"06"	2	2	800	4	2
2	"35"	2	2	46000	7	"14"	9	2	1	1	"03"	3	2	800	5	2
2	"12"	9	2	85000	9	"04"	2	1	2	2	"01"	3	1	900	9	1
2	"46"	9	2	99999999999	9	"17"	9	2	2	2	"01"	3	1	9999999.99	9	2
2	"35"	2	2	38000	6	"16"	2	1	2	2	"01"	3	1	1300	9	1
1	"10"	9	2	34000	4	"01"	2	2	2	1	"01"	1	3	300	4	1
1	"59"	2	1	22000	7	"26"	2	3	2	2	"06"	1	4	700	7	2
2	"48"	2	2	82500	4	"24"	1	3	2	2	"01"	3	3	1900	4	1
2	"59"	2	2	65000	9	"27"	2	1	2	2	"06"	3	1	400	8	1
2	"24"	2	1	18000	6	"07"	2	4	2	2	"06"	1	2	600	7	2
1	"35"	2	2	135000	6	"15"	2	2	2	2	"03"	3	2	400	6	1
2	"35"	2	2	270000	6	"11"	1	1	2	2	"05"	3	2	4600	5	1
2	"13"	9	1	47000	1	"05"	2	4	2	2	"05"	3	2	2100	4	2
1	"47"	9	2	99999999999	7	"21"	9	2	2	2	"01"	3	2	9999999.99	5	1
2	"10"	9	3	99999999999	8	"01"	1	1	2	2	"01"	3	1	9999999.99	7	9
2	"10"	9	1	22000	6	"01"	2	2	2	2	"02"	3	1	1000	9	2
1	"11"	9	3	72500	7	"02"	1	3	1	2	"01"	3	2	1000	7	1
2	"48"	2	2	140000	4	"24"	1	2	2	2	"99"	2	2	700	4	1
1	"24"	2	1	13000	4	"08"	2	2	1	1	"04"	3	2	800	6	2
2	"59"	2	2	87500	9	"26"	1	1	2	2	"01"	3	1	700	9	1
1	"13"	9	2	97500	9	"06"	1	1	2	2	"01"	3	2	300	9	1
1	"35"	2	2	135000	9	"16"	2	1	2	2	"01"	3	1	400	9	1
2	"11"	9	1	36000	1	"02"	2	2	1	1	"06"	3	2	1000	4	2
2	"24"	2	1	105000	8	"09"	2	2	2	2	"05"	3	2	600	5	1
2	"13"	9	3	135000	6	"06"	1	4	2	2	"99"	1	2	1800	6	1
2	"24"	2	4	210000	8	"09"	1	2	2	2	"01"	3	2	2000	8	1
1	"59"	2	2	82500	6	"27"	1	2	1	2	"06"	1	4	1300	4	2
2	"47"	9	3	99999999999	8	"20"	1	1	2	2	"01"	3	1	9999999.99	9	1
2	"35"	2	4	175000	5	"16"	1	2	2	1	"01"	2	2	2800	7	1
2	"12"	9	3	105000	7	"03"	1	2	1	1	"02"	3	3	1100	6	1
2	"24"	9	99	99999999999	4	"09"	1	2	2	2	"06"	3	4	9999999.99	5	2
1	"46"	9	1	35000	8	"18"	2	4	2	2	"06"	3	2	600	8	2
2	"12"	9	1	23000	3	"04"	2	2	2	1	"04"	3	3	900	9	2
1	"10"	9	2	99999999999	7	"01"	9	2	2	2	"99"	3	2	9999999.99	1	1
1	"13"	9	2	99999999999	8	"05"	2	1	2	2	"01"	3	1	9999999.99	7	1
1	"35"	1	3	62500	5	"12"	1	3	2	2	"01"	3	3	600	7	1
2	"59"	2	5	99999999999	6	"26"	1	2	2	2	"06"	3	2	9999999.99	7	1
1	"48"	1	1	26000	9	"22"	2	2	2	2	"05"	3	1	9999999.99	9	2
2	"47"	9	2	90000	6	"20"	9	2	2	2	"01"	3	2	500	7	1
2	"35"	1	99	97500	4	"12"	1	1	2	1	"06"	1	4	1600	9	2
2	"11"	9	1	50000	5	"02"	9	2	2	2	"99"	1	3	900	6	2
2	"48"	2	1	92500	6	"24"	1	1	2	2	"01"	2	3	1800	5	1
1	"35"	2	99	99999999999	4	"14"	1	2	2	2	"05"	1	3	9999999.99	4	2
1	"47"	9	1	99999999999	4	"19"	1	4	2	1	"99"	2	3	9999999.99	7	1
2	"59"	2	4	75000	9	"25"	1	2	2	2	"01"	3	2	1000	9	1
2	"13"	9	2	99999999999	8	"05"	9	2	2	2	"01"	3	2	9999999.99	8	1
1	"12"	9	1	39000	8	"04"	1	2	2	2	"01"	2	2	9999999.99	7	2
2	"59"	2	2	85000	4	"26"	1	2	2	2	"03"	1	3	1200	4	2
1	"24"	2	1	25000	8	"08"	2	1	2	2	"06"	3	2	400	8	2
2	"10"	9	99	99999999999	7	"01"	1	2	2	2	"99"	3	2	9999999.99	7	2
2	"59"	9	99	99999999999	4	"26"	9	2	2	2	"03"	2	2	9999999.99	4	2
2	"10"	9	1	22000	99	"01"	2	2	2	2	"02"	3	2	600	9	2
2	"24"	2	1	165000	9	"09"	1	1	2	2	"01"	3	1	1000	9	1
1	"35"	1	2	145000	7	"12"	1	1	2	2	"01"	2	2	2100	6	1
1	"35"	2	2	45000	1	"15"	1	4	1	2	"06"	1	4	900	2	2
1	"35"	2	99	125000	6	"11"	1	2	2	1	"03"	1	2	1500	5	1
2	"13"	9	2	50000	6	"05"	2	1	2	2	"01"	3	2	700	7	1
2	"46"	9	2	99999999999	7	"17"	9	2	2	2	"05"	3	1	9999999.99	8	2
2	"24"	2	1	37000	6	"10"	1	2	2	2	"01"	3	3	600	5	1
1	"24"	2	1	19000	8	"08"	2	1	2	2	"05"	3	2	900	6	2
1	"95"	9	99	99999999999	5	"28"	9	4	2	1	"99"	2	4	9999999.99	6	2
2	"48"	2	2	57500	5	"24"	1	4	2	1	"06"	1	3	1100	5	2
2	"46"	9	1	25000	8	"18"	2	2	2	2	"06"	3	2	700	7	1
1	"59"	2	5	99999999999	7	"26"	1	2	2	2	"01"	3	3	9999999.99	7	9
1	"46"	9	99	99999999999	6	"17"	9	1	2	2	"01"	3	1	9999999.99	8	9
