PUMFID	SRYR	REGION6	SEX	AGECAT	EDUC	TYPES	WORKNOW	PARENT	LNDIMM_G	LSTWRK	TENURE_G	NAICS6	NOC6	UNIONCA	HRLYEARN	FTPT	WRKTYP	EIDEDUC	RNDEDUC	WEEKSCAT	FTPT_RY	CLAIM	BENEFIT	BENTYP	BENWEEKS	RNBEN	RNBENRW	HOURS	INSEMP	COVERAGE	ELIGIBLE	MATPAR	WHYSPNCL	PATCLAIM	SPPARCL	SPCLAIM	BENPLAN	ADDPAYM	APWEEKS	AF_05	AF_25	JS_05	LOOKHRS	LOOKCOST	LOOKOUT	CARE_G	CARETYPE	SAMEMP	WRKAFTER	EMPAGREE	CHLDCARE	WORKCOND	ALLEAVE	LEAVECAT	CI_10A	CHGINC	STUDENT	EFAMEM_R	EFAMSZ_R	EFAMILY	LEFTLOST	RSWK	WTPM	VERDATE
2090	2023	"04"	1	"1"	"2"	3	"6"	0	2	"1"	"02"	"02"	"05"	"2"	13.4	"2"	"05"	1	"6"	"01"	"3"	"2"	"4"	"6"	96	"04"	"04"	64	"6"	"09"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"1"	"2"	"05"	1	"06"	881.1265	"29/08/2024"
2091	2023	"04"	2	"3"	"5"	2	"6"	0	2	"0"	"96"	"05"	"04"	"6"	9999.96	"6"	"06"	9	"6"	"04"	"3"	"2"	"4"	"6"	96	"02"	"02"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"4"	"02"	6	"96"	390.349	"29/08/2024"
2092	2023	"02"	1	"3"	"1"	2	"6"	0	2	"0"	"06"	"05"	"06"	"2"	23.52	"2"	"05"	1	"6"	"05"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"1"	"01"	6	"96"	435.6049	"29/08/2024"
2093	2023	"02"	1	"1"	"1"	3	"6"	0	2	"2"	"04"	"04"	"06"	"2"	15.52	"2"	"05"	1	"6"	"03"	"3"	"2"	"4"	"6"	96	"12"	"12"	408	"6"	"07"	"2"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"1"	"3"	"05"	1	"10"	425.5209	"29/08/2024"
2094	2023	"06"	2	"2"	"5"	3	"2"	1	1	"2"	"07"	"06"	"04"	"2"	51.83	"1"	"01"	1	"6"	"05"	"1"	"1"	"1"	"2"	52	"96"	"96"	2080	"1"	"02"	"1"	"1"	7	"05"	"2"	"2"	"3"	"1"	"1"	1	2	6	999.6	9996	"6"	"6"	"01"	"1"	"2"	"1"	"4"	"1"	13	"4"	1	"01"	3	"2"	"3"	"02"	3	"04"	550.3368	"29/08/2024"
2095	2023	"06"	1	"2"	"5"	1	"2"	0	2	"3"	"03"	"06"	"03"	"2"	55.55	"1"	"01"	1	"6"	"00"	"6"	"1"	"3"	"6"	96	"96"	"10"	1040	"6"	"04"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	7	1	37	20	"9"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	2	"07"	1093.0734	"29/08/2024"
2096	2023	"01"	1	"2"	"4"	1	"1"	0	2	"1"	"02"	"06"	"02"	"2"	15.33	"2"	"05"	1	"6"	"02"	"2"	"1"	"3"	"6"	96	"96"	"12"	960	"6"	"04"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"2"	"06"	2	"07"	76.7825	"29/08/2024"
2097	2023	"05"	2	"2"	"5"	2	"6"	0	2	"0"	"06"	"05"	"04"	"2"	20.72	"2"	"02"	1	"6"	"02"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"2"	"5"	"02"	6	"96"	1610.573	"29/08/2024"
2098	2023	"06"	2	"3"	"4"	3	"6"	0	2	"2"	"05"	"04"	"06"	"2"	24.68	"1"	"01"	1	"6"	"01"	"1"	"2"	"4"	"6"	96	"01"	"01"	1768	"6"	"05"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"03"	2	"11"	989.7647	"29/08/2024"
2099	2023	"01"	2	"2"	"5"	5	"2"	1	2	"0"	"04"	"05"	"04"	"2"	19.59	"2"	"02"	1	"6"	"02"	"3"	"2"	"4"	"6"	96	"02"	"02"	9996	"0"	"96"	"6"	"3"	4	"06"	"2"	"2"	"6"	"6"	"6"	1	2	1	2	30	"9"	"1"	"06"	"2"	"1"	"9"	"2"	"9"	10	"3"	3	"05"	3	"2"	"3"	"02"	6	"96"	339.9876	"29/08/2024"
2100	2023	"03"	1	"1"	"4"	1	"1"	0	2	"1"	"04"	"02"	"05"	"2"	17.33	"1"	"01"	1	"6"	"04"	"1"	"1"	"3"	"6"	96	"96"	"09"	1760	"6"	"03"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	1	"01"	581.9478	"29/08/2024"
2101	2023	"02"	1	"3"	"4"	3	"6"	0	2	"3"	"01"	"06"	"05"	"2"	15.01	"2"	"05"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"13"	"13"	0	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"2"	"04"	1	"11"	308.9881	"29/08/2024"
2102	2023	"04"	2	"2"	"1"	2	"6"	0	1	"0"	"06"	"04"	"06"	"2"	16.26	"2"	"02"	1	"6"	"05"	"3"	"2"	"4"	"6"	96	"03"	"03"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	13	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"4"	"02"	6	"96"	594.1805	"29/08/2024"
2103	2023	"02"	2	"1"	"4"	2	"6"	0	1	"0"	"02"	"05"	"03"	"2"	26.71	"2"	"02"	1	"6"	"04"	"2"	"2"	"4"	"6"	96	"03"	"03"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"5"	"02"	6	"96"	2469.4424	"29/08/2024"
2104	2023	"02"	1	"1"	"5"	2	"6"	0	2	"0"	"03"	"06"	"06"	"2"	24.76	"2"	"02"	1	"6"	"04"	"2"	"2"	"4"	"6"	96	"04"	"04"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"2"	"4"	"06"	6	"96"	442.4025	"29/08/2024"
2105	2023	"01"	1	"1"	"2"	1	"6"	0	2	"5"	"96"	"96"	"96"	"6"	9999.96	"6"	"96"	6	"6"	"96"	"6"	"2"	"4"	"6"	96	"11"	"11"	9996	"6"	"12"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	1	1	9999	"9"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"4"	"03"	6	"96"	339.1151	"29/08/2024"
2106	2023	"03"	2	"2"	"1"	4	"6"	0	2	"0"	"06"	"04"	"06"	"2"	14.95	"2"	"02"	1	"6"	"04"	"1"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"03"	6	"96"	738.0474	"29/08/2024"
2107	2023	"04"	2	"2"	"4"	3	"2"	1	2	"2"	"06"	"05"	"03"	"1"	32.22	"1"	"01"	1	"6"	"05"	"2"	"1"	"1"	"2"	50	"96"	"96"	1378	"1"	"02"	"1"	"1"	4	"05"	"2"	"2"	"4"	"1"	"2"	1	1	6	999.6	9996	"6"	"6"	"01"	"1"	"2"	"1"	"4"	"1"	16	"4"	3	"05"	3	"2"	"3"	"02"	3	"04"	180.4309	"29/08/2024"
2108	2023	"04"	2	"1"	"3"	3	"6"	0	2	"1"	"02"	"05"	"04"	"2"	20.24	"2"	"05"	1	"6"	"99"	"3"	"2"	"4"	"6"	96	"08"	"08"	32	"6"	"07"	"2"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"4"	"02"	9	"07"	621.5539	"29/08/2024"
2109	2023	"02"	2	"3"	"4"	2	"6"	0	2	"0"	"09"	"04"	"03"	"2"	21.39	"2"	"02"	1	"6"	"03"	"1"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"03"	6	"96"	281.2429	"29/08/2024"
2110	2023	"03"	1	"2"	"5"	4	"6"	0	2	"0"	"02"	"06"	"03"	"2"	20.95	"1"	"05"	1	"6"	"01"	"1"	"2"	"4"	"6"	96	"13"	"13"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"5"	"05"	6	"96"	731.0067	"29/08/2024"
2111	2023	"01"	2	"3"	"4"	2	"6"	0	2	"0"	"96"	"05"	"03"	"6"	9999.96	"6"	"06"	9	"6"	"04"	"3"	"2"	"4"	"6"	96	"02"	"02"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"2"	"02"	6	"96"	379.9069	"29/08/2024"
2112	2023	"05"	2	"3"	"1"	2	"6"	0	2	"0"	"96"	"06"	"06"	"6"	9999.96	"6"	"06"	9	"6"	"04"	"3"	"2"	"4"	"6"	96	"02"	"02"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	5	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"1"	"01"	6	"96"	365.9556	"29/08/2024"
2113	2023	"02"	1	"3"	"4"	3	"6"	0	2	"3"	"09"	"01"	"02"	"1"	44.57	"1"	"01"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"05"	"05"	2184	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"2"	"03"	2	"11"	603.3246	"29/08/2024"
2114	2023	"01"	2	"3"	"4"	2	"2"	0	2	"0"	"06"	"05"	"04"	"1"	25.12	"2"	"05"	1	"6"	"04"	"1"	"1"	"3"	"6"	96	"96"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"4"	"06"	6	"96"	341.0624	"29/08/2024"
2115	2023	"04"	2	"3"	"2"	2	"6"	0	2	"0"	"96"	"06"	"02"	"6"	9999.96	"6"	"99"	2	"2"	"04"	"3"	"2"	"4"	"6"	96	"02"	"02"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"2"	"02"	6	"96"	233.6396	"29/08/2024"
2116	2023	"01"	1	"1"	"2"	3	"1"	0	2	"1"	"06"	"04"	"06"	"2"	13.23	"2"	"99"	1	"6"	"99"	"3"	"1"	"3"	"6"	96	"96"	"13"	780	"6"	"04"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"05"	3	"01"	905.9852	"29/08/2024"
2117	2023	"01"	2	"2"	"4"	3	"2"	1	2	"1"	"04"	"05"	"02"	"2"	15.89	"1"	"01"	1	"6"	"04"	"1"	"1"	"1"	"2"	52	"96"	"96"	2064	"1"	"02"	"1"	"1"	96	"96"	"6"	"6"	"3"	"3"	"6"	1	3	6	999.6	9996	"6"	"6"	"09"	"1"	"2"	"1"	"5"	"1"	97	"7"	1	"03"	3	"2"	"4"	"06"	3	"04"	227.5326	"29/08/2024"
2118	2023	"06"	1	"2"	"5"	3	"6"	0	1	"2"	"08"	"06"	"03"	"2"	37.52	"1"	"01"	1	"6"	"99"	"1"	"2"	"4"	"6"	96	"04"	"04"	2080	"6"	"09"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	7	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"0"	"1"	"01"	1	"06"	960.0707	"29/08/2024"
2119	2023	"03"	2	"1"	"1"	2	"6"	0	2	"0"	"06"	"04"	"06"	"2"	15.54	"2"	"02"	1	"6"	"04"	"3"	"2"	"4"	"6"	96	"07"	"07"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"4"	"02"	6	"96"	3234.2442	"29/08/2024"
2120	2023	"04"	2	"3"	"5"	2	"6"	0	1	"0"	"07"	"05"	"03"	"1"	41.27	"2"	"02"	1	"6"	"03"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"4"	"03"	6	"96"	225.3369	"29/08/2024"
2121	2023	"04"	2	"2"	"4"	3	"2"	1	2	"2"	"06"	"05"	"03"	"1"	23.25	"1"	"01"	1	"6"	"04"	"1"	"1"	"1"	"2"	52	"96"	"96"	2012	"1"	"02"	"1"	"1"	96	"96"	"6"	"6"	"3"	"1"	"2"	1	3	6	999.6	9996	"6"	"6"	"09"	"1"	"2"	"1"	"5"	"1"	13	"4"	1	"02"	3	"1"	"2"	"05"	3	"04"	125.7913	"29/08/2024"
2122	2023	"04"	2	"2"	"5"	5	"1"	1	1	"0"	"07"	"03"	"03"	"2"	30.71	"1"	"01"	1	"6"	"04"	"1"	"1"	"3"	"6"	52	"96"	"96"	9996	"1"	"96"	"6"	"1"	3	"05"	"2"	"2"	"3"	"3"	"6"	1	2	6	999.6	9996	"6"	"1"	"08"	"1"	"1"	"1"	"5"	"1"	12	"3"	1	"03"	3	"2"	"5"	"02"	6	"96"	575.1788	"29/08/2024"
2123	2023	"05"	2	"2"	"5"	5	"1"	1	1	"0"	"05"	"06"	"03"	"2"	26.37	"1"	"01"	1	"6"	"05"	"1"	"1"	"3"	"6"	47	"96"	"96"	9996	"1"	"96"	"6"	"1"	4	"05"	"2"	"2"	"3"	"3"	"6"	1	2	6	999.6	9996	"6"	"1"	"02"	"1"	"1"	"1"	"4"	"1"	12	"3"	3	"05"	3	"2"	"3"	"02"	6	"96"	1386.1032	"29/08/2024"
2124	2023	"03"	2	"3"	"4"	3	"6"	0	1	"3"	"09"	"06"	"02"	"2"	26.35	"1"	"01"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"13"	"13"	1950	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"2"	"06"	1	"11"	562.219	"29/08/2024"
2125	2023	"02"	2	"1"	"1"	2	"6"	0	2	"0"	"04"	"04"	"06"	"2"	14.71	"2"	"05"	1	"6"	"04"	"3"	"2"	"4"	"6"	96	"07"	"07"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"1"	"1"	"01"	6	"96"	877.57	"29/08/2024"
2126	2023	"02"	2	"1"	"1"	2	"1"	0	2	"0"	"06"	"04"	"06"	"2"	19.08	"2"	"02"	1	"6"	"04"	"2"	"1"	"3"	"6"	96	"96"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"2"	"2"	"05"	6	"96"	642.6822	"29/08/2024"
2127	2023	"03"	2	"1"	"1"	2	"6"	0	2	"0"	"03"	"04"	"06"	"2"	14.5	"2"	"05"	9	"6"	"02"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"1"	"3"	"04"	6	"96"	984.3718	"29/08/2024"
2128	2023	"04"	1	"2"	"5"	1	"6"	0	2	"1"	"02"	"06"	"05"	"1"	16.99	"1"	"99"	1	"6"	"04"	"1"	"2"	"4"	"6"	96	"01"	"01"	1680	"6"	"05"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	7	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"3"	"03"	9	"10"	383.6121	"29/08/2024"
2129	2023	"03"	2	"3"	"5"	3	"6"	0	1	"1"	"09"	"05"	"04"	"1"	52.47	"1"	"01"	1	"6"	"03"	"3"	"2"	"4"	"6"	96	"08"	"08"	1950	"6"	"05"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	5	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	2	"11"	774.2497	"29/08/2024"
2130	2023	"03"	2	"3"	"2"	3	"6"	0	2	"3"	"99"	"06"	"06"	"2"	15.34	"2"	"02"	1	"6"	"01"	"3"	"2"	"4"	"6"	96	"08"	"08"	50	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"3"	"06"	2	"07"	1255.0514	"29/08/2024"
2131	2023	"03"	2	"2"	"5"	3	"2"	1	1	"4"	"99"	"06"	"02"	"2"	16.25	"1"	"01"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"11"	"11"	9996	"0"	"96"	"6"	"4"	4	"05"	"2"	"2"	"6"	"6"	"6"	1	2	2	999.6	9996	"6"	"6"	"09"	"6"	"2"	"2"	"5"	"6"	96	"6"	3	"05"	3	"1"	"3"	"03"	6	"96"	403.4897	"29/08/2024"
2132	2023	"06"	2	"2"	"5"	5	"1"	1	2	"0"	"07"	"06"	"06"	"1"	33.97	"1"	"01"	1	"6"	"05"	"1"	"1"	"3"	"6"	50	"96"	"96"	9996	"1"	"96"	"6"	"1"	4	"05"	"2"	"2"	"3"	"1"	"3"	1	2	6	999.6	9996	"6"	"9"	"06"	"1"	"1"	"1"	"2"	"3"	12	"3"	1	"03"	3	"2"	"4"	"02"	6	"96"	880.6565	"29/08/2024"
2133	2023	"03"	1	"1"	"3"	3	"6"	0	1	"1"	"02"	"01"	"02"	"1"	20.27	"1"	"05"	1	"6"	"02"	"1"	"2"	"4"	"6"	96	"04"	"04"	680	"6"	"09"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"5"	"02"	2	"07"	555.1592	"29/08/2024"
2134	2023	"02"	1	"2"	"5"	2	"6"	0	1	"0"	"96"	"06"	"06"	"6"	9999.96	"6"	"06"	9	"6"	"02"	"2"	"2"	"4"	"6"	96	"02"	"02"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	6	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"4"	"03"	6	"96"	1050.9242	"29/08/2024"
2135	2023	"01"	1	"1"	"2"	2	"1"	0	2	"0"	"02"	"06"	"02"	"2"	16.08	"1"	"04"	1	"6"	"04"	"1"	"1"	"3"	"6"	96	"96"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"1"	"01"	6	"96"	301.8658	"29/08/2024"
2136	2023	"01"	2	"2"	"4"	5	"1"	1	2	"0"	"96"	"05"	"03"	"6"	9999.96	"6"	"06"	9	"6"	"04"	"1"	"2"	"4"	"6"	96	"02"	"02"	9996	"0"	"96"	"6"	"3"	96	"02"	"1"	"1"	"3"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"04"	"1"	"1"	"6"	"1"	"3"	4	"1"	1	"99"	3	"2"	"4"	"02"	6	"96"	60.6152	"29/08/2024"
2137	2023	"06"	1	"3"	"5"	1	"6"	0	1	"4"	"01"	"06"	"06"	"1"	13.75	"1"	"05"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"11"	"11"	9996	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	2	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	6	"96"	1350.6255	"29/08/2024"
2138	2023	"06"	1	"1"	"3"	2	"6"	0	2	"0"	"02"	"05"	"03"	"1"	28.14	"1"	"05"	1	"6"	"01"	"1"	"2"	"4"	"6"	96	"13"	"13"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"5"	"02"	6	"96"	1586.024	"29/08/2024"
2139	2023	"05"	1	"1"	"5"	3	"6"	0	2	"1"	"03"	"05"	"04"	"2"	17.04	"1"	"05"	1	"6"	"02"	"1"	"2"	"4"	"6"	96	"04"	"04"	595	"6"	"09"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"0"	"1"	"01"	2	"07"	3555.9071	"29/08/2024"
2140	2023	"05"	2	"2"	"4"	2	"1"	0	1	"0"	"07"	"03"	"02"	"2"	31.74	"2"	"02"	1	"6"	"03"	"3"	"1"	"3"	"6"	96	"96"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"3"	"5"	"02"	6	"96"	2052.2207	"29/08/2024"
2141	2023	"02"	2	"1"	"3"	2	"6"	0	2	"0"	"05"	"05"	"03"	"1"	25.82	"2"	"02"	1	"6"	"05"	"2"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"1"	"1"	"01"	6	"96"	755.4542	"29/08/2024"
2142	2023	"02"	2	"3"	"2"	3	"2"	0	2	"2"	"02"	"04"	"06"	"9"	17.43	"1"	"04"	1	"6"	"02"	"1"	"1"	"1"	"1"	96	"96"	"96"	1020	"6"	"01"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	1	3.5	0	"2"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"2"	"04"	2	"07"	1632.4068	"29/08/2024"
2143	2023	"02"	1	"2"	"4"	3	"2"	0	2	"2"	"03"	"02"	"05"	"2"	30.11	"1"	"01"	1	"6"	"02"	"1"	"1"	"1"	"1"	96	"96"	"96"	800	"6"	"01"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"4"	"02"	2	"07"	2345.2829	"29/08/2024"
2144	2023	"01"	1	"3"	"4"	3	"6"	0	2	"1"	"07"	"06"	"06"	"2"	16.79	"1"	"01"	1	"6"	"02"	"1"	"2"	"4"	"6"	96	"07"	"07"	2184	"6"	"05"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"2"	"04"	2	"11"	585.3043	"29/08/2024"
2145	2023	"01"	1	"3"	"3"	2	"6"	0	2	"0"	"06"	"04"	"06"	"2"	13.27	"2"	"02"	1	"6"	"04"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	5	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"1"	"01"	6	"96"	308.0557	"29/08/2024"
2146	2023	"05"	2	"2"	"4"	3	"2"	1	2	"4"	"06"	"05"	"02"	"2"	25.04	"1"	"01"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"11"	"11"	9996	"0"	"96"	"6"	"4"	5	"06"	"2"	"2"	"6"	"6"	"6"	1	2	2	999.6	9996	"6"	"6"	"96"	"6"	"2"	"2"	"6"	"6"	96	"6"	3	"05"	3	"1"	"3"	"03"	6	"96"	1653.0462	"29/08/2024"
