PUMFID	SRYR	REGION6	SEX	AGECAT	EDUC	TYPES	WORKNOW	PARENT	LNDIMM_G	LSTWRK	TENURE_G	NAICS6	NOC6	UNIONCA	HRLYEARN	FTPT	WRKTYP	EIDEDUC	RNDEDUC	WEEKSCAT	FTPT_RY	CLAIM	BENEFIT	BENTYP	BENWEEKS	RNBEN	RNBENRW	HOURS	INSEMP	COVERAGE	ELIGIBLE	MATPAR	WHYSPNCL	PATCLAIM	SPPARCL	SPCLAIM	BENPLAN	ADDPAYM	APWEEKS	AF_05	AF_25	JS_05	LOOKHRS	LOOKCOST	LOOKOUT	CARE_G	CARETYPE	SAMEMP	WRKAFTER	EMPAGREE	CHLDCARE	WORKCOND	ALLEAVE	LEAVECAT	CI_10A	CHGINC	STUDENT	EFAMEM_R	EFAMSZ_R	EFAMILY	LEFTLOST	RSWK	WTPM	VERDATE
5090	2023	"01"	2	"2"	"5"	3	"2"	1	2	"2"	"08"	"04"	"06"	"2"	16.69	"1"	"01"	1	"6"	"04"	"1"	"1"	"1"	"2"	52	"96"	"96"	2080	"1"	"02"	"1"	"1"	4	"05"	"2"	"2"	"3"	"1"	"2"	1	2	6	999.6	9996	"6"	"6"	"06"	"1"	"2"	"1"	"2"	"1"	97	"7"	3	"05"	3	"2"	"3"	"02"	3	"04"	257.5054	"29/08/2024"
5091	2023	"04"	2	"2"	"5"	3	"2"	1	2	"2"	"06"	"06"	"03"	"2"	31.84	"1"	"01"	1	"6"	"05"	"1"	"1"	"1"	"2"	52	"96"	"96"	1950	"1"	"02"	"1"	"1"	96	"04"	"1"	"1"	"4"	"1"	"2"	1	2	6	999.6	9996	"6"	"6"	"04"	"1"	"1"	"1"	"1"	"1"	12	"3"	1	"04"	3	"2"	"5"	"02"	3	"04"	360.8618	"29/08/2024"
5092	2023	"05"	2	"3"	"5"	2	"6"	0	1	"0"	"96"	"06"	"02"	"6"	9999.96	"6"	"99"	2	"2"	"03"	"3"	"2"	"4"	"6"	96	"02"	"02"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"3"	"4"	"02"	6	"96"	1431.0187	"29/08/2024"
5093	2023	"06"	2	"2"	"3"	3	"2"	1	2	"4"	"99"	"04"	"06"	"2"	12	"1"	"01"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"11"	"11"	9996	"0"	"96"	"6"	"4"	96	"96"	"6"	"6"	"9"	"6"	"6"	1	15	2	999.6	9996	"6"	"6"	"96"	"6"	"2"	"2"	"6"	"6"	96	"6"	3	"05"	3	"0"	"3"	"05"	6	"96"	575.1703	"29/08/2024"
5094	2023	"02"	2	"1"	"3"	2	"6"	0	2	"0"	"05"	"04"	"06"	"2"	15.38	"2"	"02"	1	"6"	"05"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"4"	"02"	6	"96"	753.6437	"29/08/2024"
5095	2023	"02"	1	"3"	"1"	3	"1"	0	2	"2"	"06"	"02"	"05"	"2"	23.4	"1"	"01"	1	"6"	"03"	"1"	"1"	"1"	"1"	96	"96"	"96"	1820	"6"	"01"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"2"	"03"	2	"07"	867.6918	"29/08/2024"
5096	2023	"02"	2	"1"	"4"	2	"6"	0	2	"0"	"06"	"05"	"06"	"1"	16.1	"2"	"02"	1	"6"	"04"	"2"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"5"	"06"	6	"96"	2975.7068	"29/08/2024"
5097	2023	"03"	2	"1"	"1"	2	"6"	0	2	"0"	"05"	"04"	"06"	"2"	15.69	"2"	"02"	1	"6"	"04"	"3"	"2"	"4"	"6"	96	"07"	"07"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"4"	"02"	6	"96"	494.3624	"29/08/2024"
5098	2023	"06"	1	"1"	"3"	2	"6"	0	2	"0"	"06"	"04"	"06"	"2"	16.01	"2"	"02"	1	"6"	"04"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"5"	"02"	6	"96"	837.1222	"29/08/2024"
5099	2023	"01"	1	"3"	"4"	1	"2"	0	2	"1"	"05"	"06"	"05"	"2"	21.57	"1"	"01"	1	"6"	"99"	"1"	"1"	"3"	"6"	96	"96"	"09"	2080	"6"	"03"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	3	1	31	30	"1"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	2	"07"	173.0519	"29/08/2024"
5100	2023	"03"	2	"1"	"3"	2	"6"	0	2	"0"	"07"	"04"	"06"	"2"	15.82	"2"	"02"	1	"6"	"03"	"3"	"2"	"4"	"6"	96	"08"	"08"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"5"	"03"	6	"96"	1245.7694	"29/08/2024"
5101	2023	"02"	2	"2"	"5"	4	"6"	0	2	"0"	"02"	"06"	"02"	"2"	48.04	"1"	"01"	1	"6"	"04"	"1"	"1"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	2	"2"	"2"	"02"	6	"96"	4397.2333	"29/08/2024"
5102	2023	"02"	2	"2"	"4"	3	"2"	1	2	"1"	"07"	"05"	"02"	"1"	25.78	"1"	"01"	1	"6"	"04"	"1"	"1"	"1"	"2"	50	"96"	"96"	1820	"1"	"02"	"1"	"1"	96	"01"	"1"	"1"	"2"	"1"	"3"	1	1	2	999.6	9996	"6"	"6"	"02"	"1"	"2"	"1"	"4"	"1"	97	"7"	3	"05"	3	"2"	"4"	"02"	3	"04"	126.338	"29/08/2024"
5103	2023	"02"	2	"1"	"1"	3	"6"	0	1	"1"	"02"	"04"	"06"	"9"	14.91	"1"	"01"	1	"6"	"04"	"1"	"2"	"4"	"6"	96	"08"	"08"	1440	"6"	"05"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	7	1	24	50	"2"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"4"	"02"	1	"10"	518.8445	"29/08/2024"
5104	2023	"04"	2	"2"	"5"	3	"2"	0	2	"2"	"03"	"05"	"04"	"2"	20.18	"2"	"04"	1	"6"	"02"	"3"	"1"	"1"	"1"	96	"96"	"96"	340	"6"	"01"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	1	2	0	"1"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"2"	"03"	2	"07"	520.0861	"29/08/2024"
5105	2023	"06"	1	"3"	"3"	3	"6"	0	2	"3"	"09"	"05"	"04"	"1"	51.69	"1"	"01"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"13"	"13"	1950	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	5	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	9	"96"	1429.0509	"29/08/2024"
5106	2023	"01"	2	"2"	"5"	3	"1"	1	2	"2"	"05"	"05"	"03"	"1"	41.72	"1"	"01"	1	"6"	"05"	"1"	"1"	"1"	"2"	52	"96"	"96"	1950	"1"	"02"	"1"	"1"	3	"05"	"2"	"2"	"3"	"1"	"2"	1	2	6	999.6	9996	"6"	"6"	"09"	"1"	"2"	"1"	"5"	"1"	97	"7"	1	"01"	3	"2"	"4"	"02"	3	"04"	185.082	"29/08/2024"
5107	2023	"02"	2	"2"	"4"	3	"2"	1	2	"2"	"04"	"05"	"03"	"1"	25.21	"1"	"01"	1	"6"	"03"	"1"	"1"	"1"	"2"	50	"96"	"96"	1463	"1"	"02"	"1"	"1"	96	"01"	"1"	"1"	"2"	"3"	"6"	1	4	2	999.6	9996	"6"	"6"	"06"	"1"	"2"	"1"	"2"	"1"	12	"3"	3	"05"	3	"2"	"4"	"02"	3	"07"	401.4031	"29/08/2024"
5108	2023	"03"	2	"2"	"4"	3	"2"	1	2	"4"	"02"	"06"	"06"	"9"	16.36	"1"	"01"	1	"6"	"01"	"1"	"2"	"4"	"6"	96	"11"	"11"	9996	"0"	"96"	"6"	"4"	4	"05"	"2"	"2"	"6"	"6"	"6"	1	1	1	5	9999	"9"	"6"	"96"	"6"	"2"	"2"	"6"	"6"	96	"6"	3	"05"	3	"1"	"4"	"03"	6	"96"	251.8019	"29/08/2024"
5109	2023	"04"	1	"3"	"2"	3	"6"	0	2	"3"	"09"	"06"	"03"	"2"	47.35	"1"	"01"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"13"	"13"	2080	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	7	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"03"	1	"11"	570.2024	"29/08/2024"
5110	2023	"01"	1	"3"	"4"	3	"6"	0	2	"3"	"06"	"02"	"05"	"2"	25.1	"1"	"01"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"13"	"13"	2860	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"2"	"04"	1	"11"	729.2322	"29/08/2024"
5111	2023	"03"	2	"1"	"2"	3	"6"	0	2	"3"	"06"	"04"	"06"	"2"	20.25	"2"	"05"	2	"3"	"00"	"6"	"2"	"4"	"6"	96	"08"	"08"	520	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"4"	"05"	2	"07"	3590.5305	"29/08/2024"
5112	2023	"01"	1	"2"	"2"	1	"6"	0	2	"5"	"96"	"96"	"96"	"6"	9999.96	"6"	"96"	6	"6"	"96"	"6"	"2"	"4"	"6"	96	"11"	"11"	9996	"6"	"12"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	3	1	15	45	"9"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	6	"96"	141.0819	"29/08/2024"
5113	2023	"02"	1	"3"	"3"	2	"6"	0	2	"0"	"06"	"05"	"03"	"1"	21.19	"2"	"02"	1	"6"	"02"	"3"	"1"	"4"	"6"	96	"03"	"03"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"4"	"02"	6	"96"	354.7975	"29/08/2024"
5114	2023	"04"	2	"2"	"5"	3	"2"	1	1	"4"	"01"	"06"	"05"	"1"	9999.99	"9"	"05"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"11"	"11"	9996	"0"	"96"	"6"	"4"	4	"05"	"2"	"2"	"6"	"6"	"6"	1	2	2	999.6	9996	"6"	"6"	"96"	"6"	"2"	"2"	"6"	"6"	96	"6"	3	"05"	3	"3"	"5"	"03"	6	"96"	233.4117	"29/08/2024"
5115	2023	"05"	1	"1"	"1"	1	"6"	0	1	"5"	"96"	"96"	"96"	"6"	9999.96	"6"	"96"	6	"6"	"96"	"6"	"2"	"4"	"6"	96	"11"	"11"	9996	"6"	"12"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	1	2	0	"9"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"5"	"02"	6	"96"	3191.3963	"29/08/2024"
5116	2023	"02"	1	"3"	"4"	2	"6"	0	2	"0"	"06"	"02"	"05"	"2"	29.99	"2"	"05"	1	"6"	"02"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"2"	"03"	6	"96"	475.2563	"29/08/2024"
5117	2023	"01"	2	"2"	"5"	2	"6"	0	2	"0"	"05"	"05"	"03"	"2"	20.07	"2"	"02"	9	"6"	"03"	"3"	"2"	"4"	"6"	96	"02"	"02"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"4"	"03"	6	"96"	420.2117	"29/08/2024"
5118	2023	"01"	2	"3"	"4"	2	"6"	0	2	"0"	"96"	"05"	"04"	"6"	9999.96	"6"	"06"	9	"6"	"05"	"3"	"2"	"4"	"6"	96	"02"	"02"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"2"	"02"	6	"96"	447.4967	"29/08/2024"
5119	2023	"05"	2	"3"	"2"	1	"6"	0	2	"2"	"96"	"05"	"04"	"6"	9999.96	"6"	"99"	2	"2"	"00"	"6"	"2"	"4"	"6"	96	"13"	"13"	9996	"6"	"10"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	6	1	2	0	"9"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	6	"96"	642.0523	"29/08/2024"
5120	2023	"01"	1	"1"	"4"	2	"6"	0	2	"0"	"06"	"05"	"03"	"2"	19.89	"2"	"99"	1	"6"	"05"	"3"	"2"	"4"	"6"	96	"03"	"03"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	2	"1"	"1"	"01"	6	"96"	928.138	"29/08/2024"
5121	2023	"05"	2	"3"	"4"	2	"6"	0	2	"0"	"96"	"06"	"02"	"6"	9999.96	"6"	"06"	9	"6"	"05"	"3"	"2"	"4"	"6"	96	"13"	"13"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"3"	"03"	6	"96"	517.8839	"29/08/2024"
5122	2023	"01"	1	"1"	"1"	3	"6"	0	2	"2"	"02"	"04"	"06"	"2"	15.07	"2"	"04"	2	"1"	"02"	"3"	"2"	"4"	"6"	96	"03"	"03"	100	"6"	"07"	"2"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"2"	"4"	"02"	1	"06"	817.0855	"29/08/2024"
5123	2023	"06"	2	"2"	"4"	2	"1"	0	2	"0"	"07"	"05"	"03"	"1"	27.86	"2"	"02"	1	"6"	"02"	"3"	"1"	"3"	"6"	96	"96"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"02"	6	"96"	1333.5669	"29/08/2024"
5124	2023	"06"	1	"3"	"4"	1	"2"	0	2	"2"	"08"	"06"	"03"	"2"	52.91	"1"	"01"	1	"6"	"03"	"1"	"1"	"1"	"1"	96	"96"	"96"	2340	"6"	"01"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"2"	"03"	2	"07"	830.993	"29/08/2024"
5125	2023	"06"	1	"2"	"5"	2	"6"	0	1	"0"	"04"	"04"	"06"	"2"	19.63	"2"	"02"	1	"6"	"04"	"2"	"2"	"4"	"6"	96	"07"	"07"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"2"	"02"	6	"96"	1447.6403	"29/08/2024"
5126	2023	"03"	1	"3"	"4"	2	"1"	0	2	"0"	"08"	"03"	"05"	"2"	35.63	"2"	"02"	1	"6"	"03"	"3"	"1"	"1"	"3"	96	"96"	"96"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	1	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"1"	"01"	6	"96"	1089.8806	"29/08/2024"
5127	2023	"01"	1	"3"	"1"	1	"2"	0	2	"2"	"02"	"02"	"05"	"2"	20.41	"1"	"05"	1	"6"	"99"	"1"	"1"	"1"	"1"	96	"96"	"96"	450	"6"	"01"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	3	1	4	0	"9"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"2"	"04"	2	"07"	143.8725	"29/08/2024"
5128	2023	"05"	2	"2"	"5"	2	"6"	0	1	"0"	"03"	"04"	"06"	"2"	18.99	"2"	"05"	1	"6"	"02"	"2"	"2"	"4"	"6"	96	"04"	"04"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"3"	"5"	"06"	6	"96"	2957.8484	"29/08/2024"
5129	2023	"06"	2	"3"	"4"	2	"6"	0	1	"0"	"04"	"04"	"06"	"2"	15.69	"2"	"05"	1	"6"	"03"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"4"	"02"	6	"96"	2300.0121	"29/08/2024"
5130	2023	"06"	2	"2"	"5"	2	"6"	0	2	"0"	"02"	"05"	"04"	"1"	39.67	"2"	"05"	1	"6"	"05"	"2"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"02"	6	"96"	1596.9229	"29/08/2024"
5131	2023	"04"	1	"3"	"1"	2	"6"	0	1	"0"	"05"	"02"	"05"	"2"	28.1	"2"	"05"	2	"1"	"02"	"3"	"2"	"4"	"6"	96	"03"	"03"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	99	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"4"	"02"	6	"96"	309.4404	"29/08/2024"
5132	2023	"01"	1	"1"	"1"	3	"6"	0	2	"1"	"02"	"04"	"05"	"9"	14.83	"2"	"04"	2	"1"	"02"	"2"	"2"	"4"	"6"	96	"04"	"04"	300	"6"	"09"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"2"	"3"	"02"	1	"06"	130.7946	"29/08/2024"
5133	2023	"03"	1	"1"	"1"	2	"1"	0	2	"0"	"03"	"04"	"06"	"2"	14.38	"2"	"02"	1	"6"	"02"	"3"	"1"	"1"	"3"	96	"96"	"96"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"2"	"3"	"05"	6	"96"	542.3382	"29/08/2024"
5134	2023	"02"	2	"2"	"5"	4	"6"	0	2	"0"	"02"	"05"	"02"	"1"	41.19	"1"	"01"	1	"6"	"03"	"1"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"4"	"02"	6	"96"	410.1672	"29/08/2024"
5135	2023	"05"	2	"2"	"4"	3	"2"	1	1	"2"	"06"	"05"	"03"	"1"	50.23	"2"	"02"	1	"6"	"05"	"3"	"1"	"1"	"2"	52	"96"	"96"	416	"1"	"02"	"1"	"1"	96	"02"	"1"	"1"	"3"	"3"	"6"	1	2	6	999.6	9996	"6"	"6"	"04"	"1"	"2"	"1"	"1"	"1"	15	"4"	1	"04"	3	"2"	"5"	"02"	3	"04"	898.4671	"29/08/2024"
5136	2023	"06"	2	"1"	"1"	2	"6"	0	2	"0"	"03"	"04"	"06"	"2"	16.53	"2"	"02"	2	"1"	"03"	"3"	"2"	"4"	"6"	96	"13"	"13"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"2"	"4"	"03"	6	"96"	2044.3874	"29/08/2024"
5137	2023	"01"	2	"2"	"4"	3	"1"	1	2	"2"	"07"	"05"	"03"	"1"	28.71	"1"	"01"	1	"6"	"05"	"1"	"1"	"1"	"2"	32	"96"	"96"	2496	"1"	"02"	"1"	"1"	96	"02"	"1"	"1"	"3"	"1"	"2"	1	2	6	999.6	9996	"6"	"1"	"06"	"1"	"1"	"1"	"2"	"3"	7	"2"	1	"02"	3	"2"	"4"	"02"	3	"04"	319.87	"29/08/2024"
5138	2023	"05"	2	"1"	"1"	2	"6"	0	2	"0"	"05"	"04"	"06"	"2"	14.95	"2"	"02"	1	"6"	"04"	"3"	"2"	"4"	"6"	96	"06"	"06"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"4"	"02"	6	"96"	1635.0581	"29/08/2024"
5139	2023	"02"	2	"3"	"5"	2	"6"	0	2	"0"	"06"	"06"	"06"	"2"	18.59	"2"	"02"	1	"6"	"05"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	5	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"1"	"01"	6	"96"	553.9946	"29/08/2024"
5140	2023	"03"	1	"3"	"5"	3	"6"	0	2	"1"	"09"	"06"	"06"	"2"	9999.99	"1"	"01"	1	"6"	"03"	"1"	"2"	"4"	"6"	96	"01"	"01"	2080	"6"	"05"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	6	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"3"	"04"	2	"11"	1616.5409	"29/08/2024"
5141	2023	"02"	1	"3"	"2"	2	"6"	0	2	"0"	"96"	"06"	"05"	"6"	9999.96	"6"	"06"	9	"6"	"99"	"3"	"2"	"4"	"6"	96	"02"	"02"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	99	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"2"	"03"	6	"96"	2441.9677	"29/08/2024"
5142	2023	"06"	2	"3"	"3"	3	"6"	0	2	"1"	"08"	"05"	"02"	"1"	26.97	"1"	"05"	1	"6"	"03"	"1"	"2"	"4"	"6"	96	"13"	"13"	1950	"6"	"05"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"2"	"04"	2	"11"	2009.709	"29/08/2024"
5143	2023	"02"	1	"1"	"2"	2	"6"	0	2	"0"	"02"	"06"	"06"	"2"	14.31	"2"	"04"	1	"6"	"02"	"3"	"2"	"4"	"6"	96	"03"	"03"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"5"	"02"	6	"96"	977.635	"29/08/2024"
5144	2023	"04"	2	"1"	"2"	4	"6"	0	2	"0"	"02"	"05"	"04"	"2"	17.7	"1"	"01"	1	"6"	"03"	"1"	"2"	"4"	"6"	96	"07"	"07"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"4"	"02"	6	"96"	615.3866	"29/08/2024"
5145	2023	"02"	2	"3"	"4"	2	"6"	0	2	"0"	"09"	"05"	"03"	"1"	33.99	"2"	"02"	1	"6"	"04"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"2"	"02"	6	"96"	1306.0016	"29/08/2024"
5146	2023	"02"	1	"3"	"1"	3	"1"	0	2	"1"	"05"	"06"	"05"	"1"	16.07	"2"	"02"	1	"6"	"03"	"1"	"1"	"1"	"3"	96	"96"	"96"	1560	"6"	"02"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	4	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"1"	"01"	3	"01"	741.2063	"29/08/2024"
